cusip,year,ikb,ikn,qb,qn,d75,d76,d77,d78,d79,d80,d81,d82,d83,d84,d85,ikb_1,ikn_1,qb_1,qn_1,cikb,cikn,cqb,cqn,cikb_1,cqb_1,cikb_2
406216,84,.0969634,.1413921,1.300614,1.561512,0,0,0,0,0,0,0,0,0,1,0,.02877,.11821,.8228575,.9374802,.0681934,.0231821,.4777567,.6240321,-.0910852,-1.661605,-.1622436
406216,85,.0998257,.1413882,.1130782,-.013311,0,0,0,0,0,0,0,0,0,0,1,.0969634,.1413921,1.300614,1.561512,.0028623,-3.89e-06,-1.187536,-1.574823,.0681934,.4777567,-.0910852
408306,75,.1246697,.1626601,-.7199818,-1.166564,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
408306,76,.1635601,.1652648,-.5438302,-.8438445,0,1,0,0,0,0,0,0,0,0,0,.1246697,.1626601,-.7199818,-1.166564,.0388904,.0026047,.1761517,.3227194,,,
408306,77,.1119221,.1153549,-.2418145,-.4572237,0,0,1,0,0,0,0,0,0,0,0,.1635601,.1652648,-.5438302,-.8438445,-.051638,-.04991,.3020157,.3866208,.0388904,.1761517,
408306,78,.0969671,.1009903,-.6187324,-.9545931,0,0,0,1,0,0,0,0,0,0,0,.1119221,.1153549,-.2418145,-.4572237,-.014955,-.0143645,-.3769179,-.4973694,-.051638,.3020157,.0388904
408306,79,.1132855,.117529,-.5395213,-.834735,0,0,0,0,1,0,0,0,0,0,0,.0969671,.1009903,-.6187324,-.9545931,.0163184,.0165386,.0792111,.119858,-.014955,-.3769179,-.051638
408306,80,.1646569,.1840211,-.6844588,-1.00982,0,0,0,0,0,1,0,0,0,0,0,.1132855,.117529,-.5395213,-.834735,.0513714,.0664921,-.1449375,-.1750851,.0163184,.0792111,-.014955
408306,81,.1863785,.2056381,-.5854781,-.8427585,0,0,0,0,0,0,1,0,0,0,0,.1646569,.1840211,-.6844588,-1.00982,.0217216,.021617,.0989807,.1670616,.0513714,-.1449375,.0163184
408306,82,.1759656,.2118145,-.6510071,-.8929794,0,0,0,0,0,0,0,1,0,0,0,.1863785,.2056381,-.5854781,-.8427585,-.0104129,.0061764,-.065529,-.0502208,.0217216,.0989807,.0513714
408306,83,.0648048,.0662246,-.5234015,-.6915844,0,0,0,0,0,0,0,0,1,0,0,.1759656,.2118145,-.6510071,-.8929794,-.1111608,-.1455899,.1276056,.201395,-.0104129,-.065529,.0217216
408306,84,.1139513,.1126747,-.328802,-.4699065,0,0,0,0,0,0,0,0,0,1,0,.0648048,.0662246,-.5234015,-.6915844,.0491465,.0464502,.1945995,.2216779,-.1111608,.1276056,-.0104129
408306,85,.2047569,.2529963,-.3128954,-.4672271,0,0,0,0,0,0,0,0,0,0,1,.1139513,.1126747,-.328802,-.4699065,.0908056,.1403215,.0159065,.0026794,.0491465,.1945995,-.1111608
423074,75,.0052726,.1494121,.0693057,-.3821785,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
423074,76,.0914555,.0931415,.0904813,-.2136939,0,1,0,0,0,0,0,0,0,0,0,.0052726,.1494121,.0693057,-.3821785,.0861829,-.0562706,.0211756,.1684845,,,
423074,77,.1211805,.1526196,-.0173382,-.4405908,0,0,1,0,0,0,0,0,0,0,0,.0914555,.0931415,.0904813,-.2136939,.029725,.0594781,-.1078196,-.2268969,.0861829,.0211756,
423074,78,.1036043,.1539662,-.0608791,-.4969828,0,0,0,1,0,0,0,0,0,0,0,.1211805,.1526196,-.0173382,-.4405908,-.0175762,.0013466,-.0435408,-.056392,.029725,-.1078196,.0861829
423074,79,.1702962,.1678253,-.1276408,-.5326688,0,0,0,0,1,0,0,0,0,0,0,.1036043,.1539662,-.0608791,-.4969828,.0666919,.0138591,-.0667617,-.035686,-.0175762,-.0435408,.029725
423074,80,.1045839,.124755,-.2048211,-.6494787,0,0,0,0,0,1,0,0,0,0,0,.1702962,.1678253,-.1276408,-.5326688,-.0657123,-.0430704,-.0771803,-.1168098,.0666919,-.0667617,-.0175762
423074,81,.0723084,.1249757,-.2153758,-.6259464,0,0,0,0,0,0,1,0,0,0,0,.1045839,.124755,-.2048211,-.6494787,-.0322755,.0002207,-.0105548,.0235323,-.0657123,-.0771803,.0666919
423074,82,.0170318,.0853909,-.0949357,-.3695074,0,0,0,0,0,0,0,1,0,0,0,.0723084,.1249757,-.2153758,-.6259464,-.0552766,-.0395848,.1204401,.256439,-.0322755,-.0105548,-.0657123
423074,83,.1057116,.1050302,.4161794,.4498479,0,0,0,0,0,0,0,0,1,0,0,.0170318,.0853909,-.0949357,-.3695074,.0886798,.0196393,.5111151,.8193554,-.0552766,.1204401,-.0322755
423074,84,.0826479,.1202381,.9940921,1.380144,0,0,0,0,0,0,0,0,0,1,0,.1057116,.1050302,.4161794,.4498479,-.0230637,.0152079,.5779127,.9302959,.0886798,.5111151,-.0552766
423074,85,.1007012,.1447828,1.143304,1.607842,0,0,0,0,0,0,0,0,0,0,1,.0826479,.1202381,.9940921,1.380144,.0180533,.0245446,.1492121,.2276977,-.0230637,.5779127,.0886798
427056,75,.0614266,.1611731,.7054527,.7923229,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
427056,76,.1605941,.1482026,.7864856,.8563389,0,1,0,0,0,0,0,0,0,0,0,.0614266,.1611731,.7054527,.7923229,.0991675,-.0129706,.0810329,.064016,,,
427056,77,.1157238,.1216343,.5239472,.5209356,0,0,1,0,0,0,0,0,0,0,0,.1605941,.1482026,.7864856,.8563389,-.0448703,-.0265682,-.2625384,-.3354033,.0991675,.0810329,
427056,78,.0980801,.1084689,-.3917189,-.6870328,0,0,0,1,0,0,0,0,0,0,0,.1157238,.1216343,.5239472,.5209356,-.0176437,-.0131654,-.9156661,-1.207968,-.0448703,-.2625384,.0991675
427056,79,.1277021,.1571743,-.4813792,-.7942597,0,0,0,0,1,0,0,0,0,0,0,.0980801,.1084689,-.3917189,-.6870328,.029622,.0487053,-.0896603,-.1072269,-.0176437,-.9156661,-.0448703
427056,80,.140883,.1632362,-.4680548,-.7383448,0,0,0,0,0,1,0,0,0,0,0,.1277021,.1571743,-.4813792,-.7942597,.0131809,.0060619,.0133244,.0559148,.029622,-.0896603,-.0176437
427056,81,.1341604,.1242398,-.6243293,-.9119699,0,0,0,0,0,0,1,0,0,0,0,.140883,.1632362,-.4680548,-.7383448,-.0067226,-.0389964,-.1562745,-.1736251,.0131809,.0133244,.029622
427056,82,.0755947,.1173137,-.5007506,-.7830862,0,0,0,0,0,0,0,1,0,0,0,.1341604,.1242398,-.6243293,-.9119699,-.0585657,-.0069261,.1235787,.1288837,-.0067226,-.1562745,.0131809
427056,83,.0841212,.1109028,-.227025,-.4013654,0,0,0,0,0,0,0,0,1,0,0,.0755947,.1173137,-.5007506,-.7830862,.0085265,-.0064109,.2737256,.3817208,-.0585657,.1235787,-.0067226
427056,84,.1575899,.158955,.1148174,.0347848,0,0,0,0,0,0,0,0,0,1,0,.0841212,.1109028,-.227025,-.4013654,.0734687,.0480522,.3418424,.4361502,.0085265,.2737256,-.0585657
427056,85,.1302398,.1591288,.0421037,-.0753455,0,0,0,0,0,0,0,0,0,0,1,.1575899,.158955,.1148174,.0347848,-.0273501,.0001738,-.0727137,-.1101303,.0734687,.3418424,.0085265
427866,75,.0294845,.0558681,-.5801302,-1.038432,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
427866,76,.0496036,.0918605,.0627484,-.0695458,0,1,0,0,0,0,0,0,0,0,0,.0294845,.0558681,-.5801302,-1.038432,.0201191,.0359923,.6428786,.9688867,,,
427866,77,.0890283,.1217256,.1525939,.0670376,0,0,1,0,0,0,0,0,0,0,0,.0496036,.0918605,.0627484,-.0695458,.0394247,.0298651,.0898455,.1365834,.0201191,.6428786,
427866,78,.124099,.1409798,-.3332918,-.5486791,0,0,0,1,0,0,0,0,0,0,0,.0890283,.1217256,.1525939,.0670376,.0350707,.0192542,-.4858857,-.6157167,.0394247,.0898455,.0201191
427866,79,.4142718,.4216817,-.4364275,-.6481228,0,0,0,0,1,0,0,0,0,0,0,.124099,.1409798,-.3332918,-.5486791,.2901728,.2807019,-.1031357,-.0994437,.0350707,-.4858857,.0394247
427866,80,.1022649,.1097076,-.1685541,-.2897622,0,0,0,0,0,1,0,0,0,0,0,.4142718,.4216817,-.4364275,-.6481228,-.3120069,-.3119741,.2678733,.3583607,.2901728,-.1031357,.0350707
427866,81,.1632902,.1424836,-.3978989,-.5584503,0,0,0,0,0,0,1,0,0,0,0,.1022649,.1097076,-.1685541,-.2897622,.0610253,.032776,-.2293448,-.2686882,-.3120069,.2678733,.2901728
427866,82,.1532064,.1540847,-.1061423,-.2114286,0,0,0,0,0,0,0,1,0,0,0,.1632902,.1424836,-.3978989,-.5584503,-.0100838,.0116011,.2917566,.3470217,.0610253,-.2293448,-.3120069
427866,83,.1227662,.1326169,.4237719,.4500389,0,0,0,0,0,0,0,0,1,0,0,.1532064,.1540847,-.1061423,-.2114286,-.0304402,-.0214678,.5299143,.6614675,-.0100838,.2917566,.0610253
427866,84,.0779527,.1062916,.3991317,.4238213,0,0,0,0,0,0,0,0,0,1,0,.1227662,.1326169,.4237719,.4500389,-.0448135,-.0263253,-.0246403,-.0262175,-.0304402,.5299143,-.0100838
427866,85,.1135782,.1309186,.6885759,.7814499,0,0,0,0,0,0,0,0,0,0,1,.0779527,.1062916,.3991317,.4238213,.0356255,.024627,.2894442,.3576285,-.0448135,-.0246403,-.0304402
436092,75,.121984,.1127369,-.7955859,-1.280539,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
436092,76,.1040691,.0981409,-.7904432,-1.260707,0,1,0,0,0,0,0,0,0,0,0,.121984,.1127369,-.7955859,-1.280539,-.0179149,-.014596,.0051427,.0198321,,,
436092,77,.0368969,.0796295,-.7636839,-1.241177,0,0,1,0,0,0,0,0,0,0,0,.1040691,.0981409,-.7904432,-1.260707,-.0671722,-.0185113,.0267593,.0195295,-.0179149,.0051427,
436092,78,.0214523,.1013182,-1.023126,-1.515009,0,0,0,1,0,0,0,0,0,0,0,.0368969,.0796295,-.7636839,-1.241177,-.0154446,.0216887,-.2594422,-.273832,-.0671722,.0267593,-.0179149
436092,79,-.0402529,.0144415,-1.019756,-1.33368,0,0,0,0,1,0,0,0,0,0,0,.0214523,.1013182,-1.023126,-1.515009,-.0617052,-.0868767,.0033705,.1813298,-.0154446,-.2594422,-.0671722
436092,80,.013741,.0184241,-.6706361,-.8266233,0,0,0,0,0,1,0,0,0,0,0,-.0402529,.0144415,-1.019756,-1.33368,.0539939,.0039826,.3491195,.5070563,-.0617052,.0033705,-.0154446
436092,81,.096397,.0212685,-.7879288,-.9490684,0,0,0,0,0,0,1,0,0,0,0,.013741,.0184241,-.6706361,-.8266233,.082656,.0028444,-.1172927,-.1224451,.0539939,.3491195,-.0617052
436092,82,.0193284,.0150045,-.8809251,-1.171156,0,0,0,0,0,0,0,1,0,0,0,.096397,.0212685,-.7879288,-.9490684,-.0770686,-.006264,-.0929963,-.2220876,.082656,-.1172927,.0539939
436092,83,.0897054,.0286557,-.856604,-1.150538,0,0,0,0,0,0,0,0,1,0,0,.0193284,.0150045,-.8809251,-1.171156,.070377,.0136512,.024321,.0206181,-.0770686,-.0929963,.082656
436092,84,.0252552,.05899,-.6232669,-.9584086,0,0,0,0,0,0,0,0,0,1,0,.0897054,.0286557,-.856604,-1.150538,-.0644502,.0303343,.2333371,.1921293,.070377,.024321,-.0770686
436092,85,-.0224737,.0380374,-.4981308,-.7705454,0,0,0,0,0,0,0,0,0,0,1,.0252552,.05899,-.6232669,-.9584086,-.0477289,-.0209526,.1251361,.1878632,-.0644502,.2333371,.070377
437614,75,.0961219,.108109,7.561558,10.31695,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
437614,76,.1150621,.1805699,5.935141,7.779468,0,1,0,0,0,0,0,0,0,0,0,.0961219,.108109,7.561558,10.31695,.0189402,.072461,-1.626417,-2.537486,,,
437614,77,.2496262,.1117151,5.294285,6.39871,0,0,1,0,0,0,0,0,0,0,0,.1150621,.1805699,5.935141,7.779468,.1345641,-.0688549,-.6408553,-1.380758,.0189402,-1.626417,
437614,78,.0470659,.1098265,3.667807,5.180721,0,0,0,1,0,0,0,0,0,0,0,.2496262,.1117151,5.294285,6.39871,-.2025603,-.0018886,-1.626478,-1.217989,.1345641,-.6408553,.0189402
437614,79,.0696265,.1156602,1.949142,2.513211,0,0,0,0,1,0,0,0,0,0,0,.0470659,.1098265,3.667807,5.180721,.0225606,.0058336,-1.718665,-2.66751,-.2025603,-1.626478,.1345641
437614,80,.1542486,.1509678,4.135914,5.164908,0,0,0,0,0,1,0,0,0,0,0,.0696265,.1156602,1.949142,2.513211,.0846221,.0353077,2.186772,2.651698,.0225606,-1.718665,-.2025603
437614,81,.2138521,.2123615,7.816002,9.800712,0,0,0,0,0,0,1,0,0,0,0,.1542486,.1509678,4.135914,5.164908,.0596035,.0613937,3.680089,4.635803,.0846221,2.186772,.0225606
437614,82,.1562622,.1176626,2.173884,2.655543,0,0,0,0,0,0,0,1,0,0,0,.2138521,.2123615,7.816002,9.800712,-.0575899,-.0946989,-5.642118,-7.145169,.0596035,3.680089,.0846221
437614,83,.1764232,.178516,3.506596,4.507483,0,0,0,0,0,0,0,0,1,0,0,.1562622,.1176626,2.173884,2.655543,.020161,.0608535,1.332712,1.85194,-.0575899,-5.642118,.0596035
437614,84,.3879424,.4585873,3.150832,4.113503,0,0,0,0,0,0,0,0,0,1,0,.1764232,.178516,3.506596,4.507483,.2115192,.2800713,-.3557644,-.3939795,.020161,1.332712,-.0575899
437614,85,.1181365,.16944,1.792066,2.105471,0,0,0,0,0,0,0,0,0,0,1,.3879424,.4585873,3.150832,4.113503,-.2698059,-.2891472,-1.358766,-2.008032,.2115192,-.3557644,.020161
438506,75,.1174492,.2308373,-.9578015,-1.665364,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
438506,76,.1370608,.1781522,-.9650941,-1.413399,0,1,0,0,0,0,0,0,0,0,0,.1174492,.2308373,-.9578015,-1.665364,.0196116,-.052685,-.0072927,.2519654,,,
438506,77,.1960093,.2056798,-.8975214,-1.307013,0,0,1,0,0,0,0,0,0,0,0,.1370608,.1781522,-.9650941,-1.413399,.0589485,.0275275,.0675727,.1063862,.0196116,-.0072927,
438506,78,.2154956,.2205857,-1.033002,-1.545291,0,0,0,1,0,0,0,0,0,0,0,.1960093,.2056798,-.8975214,-1.307013,.0194863,.014906,-.1354809,-.2382784,.0589485,.0675727,.0196116
438506,79,.2444004,.2301894,-.5668341,-.9788561,0,0,0,0,1,0,0,0,0,0,0,.2154956,.2205857,-1.033002,-1.545291,.0289048,.0096036,.4661683,.566435,.0194863,-.1354809,.0589485
438506,80,.2325401,.2506539,-.3841083,-.8132576,0,0,0,0,0,1,0,0,0,0,0,.2444004,.2301894,-.5668341,-.9788561,-.0118603,.0204645,.1827258,.1655985,.0289048,.4661683,.0194863
438506,81,.1994268,.2541296,-.0938696,-.405252,0,0,0,0,0,0,1,0,0,0,0,.2325401,.2506539,-.3841083,-.8132576,-.0331133,.0034757,.2902386,.4080057,-.0118603,.1827258,.0289048
438506,82,.1540717,.2249351,-.7774891,-1.405203,0,0,0,0,0,0,0,1,0,0,0,.1994268,.2541296,-.0938696,-.405252,-.0453551,-.0291945,-.6836194,-.999951,-.0331133,.2902386,-.0118603
438506,83,.1527636,.2001316,-.5166752,-.9734682,0,0,0,0,0,0,0,0,1,0,0,.1540717,.2249351,-.7774891,-1.405203,-.0013081,-.0248035,.2608139,.4317347,-.0453551,-.6836194,-.0331133
438506,84,.1763007,.2055265,.1791803,.0243667,0,0,0,0,0,0,0,0,0,1,0,.1527636,.2001316,-.5166752,-.9734682,.0235371,.0053949,.6958555,.9978349,-.0013081,.2608139,-.0453551
438506,85,.1430359,.2299001,.1799488,-.0038038,0,0,0,0,0,0,0,0,0,0,1,.1763007,.2055265,.1791803,.0243667,-.0332648,.0243736,.0007685,-.0281705,.0235371,.6958555,-.0013081
440452,75,.1653932,.1765718,-.4511078,-1.063615,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
440452,76,.0716962,.1714996,-.3878808,-.9324884,0,1,0,0,0,0,0,0,0,0,0,.1653932,.1765718,-.4511078,-1.063615,-.093697,-.0050722,.063227,.1311267,,,
440452,77,.1475909,.0992069,-.13843,-.4380561,0,0,1,0,0,0,0,0,0,0,0,.0716962,.1714996,-.3878808,-.9324884,.0758947,-.0722927,.2494507,.4944323,-.093697,.063227,
440452,78,.1085262,.1052189,-.3023975,-.771957,0,0,0,1,0,0,0,0,0,0,0,.1475909,.0992069,-.13843,-.4380561,-.0390647,.0060119,-.1639675,-.3339009,.0758947,.2494507,-.093697
440452,79,.0874468,.1591897,-.4410031,-.9923233,0,0,0,0,1,0,0,0,0,0,0,.1085262,.1052189,-.3023975,-.771957,-.0210794,.0539708,-.1386056,-.2203664,-.0390647,-.1639675,.0758947
440452,80,.2319444,.2503019,-.2918664,-.6471596,0,0,0,0,0,1,0,0,0,0,0,.0874468,.1591897,-.4410031,-.9923233,.1444976,.0911123,.1491368,.3451637,-.0210794,-.1386056,-.0390647
440452,81,.1963341,.2765544,-.4099485,-.7947207,0,0,0,0,0,0,1,0,0,0,0,.2319444,.2503019,-.2918664,-.6471596,-.0356103,.0262525,-.1180821,-.1475611,.1444976,.1491368,-.0210794
440452,82,.1621233,.1905443,-.2817043,-.5064514,0,0,0,0,0,0,0,1,0,0,0,.1963341,.2765544,-.4099485,-.7947207,-.0342108,-.0860102,.1282442,.2882693,-.0356103,-.1180821,.1444976
440452,83,.0362084,.0624575,.0807272,-.0160495,0,0,0,0,0,0,0,0,1,0,0,.1621233,.1905443,-.2817043,-.5064514,-.1259149,-.1280868,.3624316,.4904018,-.0342108,.1282442,-.0356103
440452,84,.1102407,.0698373,.1244607,.0456544,0,0,0,0,0,0,0,0,0,1,0,.0362084,.0624575,.0807272,-.0160495,.0740323,.0073798,.0437335,.061704,-.1259149,.3624316,-.0342108
440452,85,.0586196,.0971937,.0424082,-.0992503,0,0,0,0,0,0,0,0,0,0,1,.1102407,.0698373,.1244607,.0456544,-.0516211,.0273565,-.0820525,-.1449047,.0740323,.0437335,-.1259149
451542,75,.1228362,.104528,-.922763,-1.004538,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
451542,76,.0530694,.0684994,-.8622075,-.964951,0,1,0,0,0,0,0,0,0,0,0,.1228362,.104528,-.922763,-1.004538,-.0697668,-.0360287,.0605555,.0395871,,,
451542,77,.0746033,.0844343,-.4026053,-.4538676,0,0,1,0,0,0,0,0,0,0,0,.0530694,.0684994,-.8622075,-.964951,.0215339,.015935,.4596022,.5110834,-.0697668,.0605555,
451542,78,.1249584,.1298162,-.5045258,-.5515175,0,0,0,1,0,0,0,0,0,0,0,.0746033,.0844343,-.4026053,-.4538676,.0503551,.0453819,-.1019205,-.09765,.0215339,.4596022,-.0697668
451542,79,.2423271,.2428577,-.6361185,-.6813341,0,0,0,0,1,0,0,0,0,0,0,.1249584,.1298162,-.5045258,-.5515175,.1173687,.1130415,-.1315927,-.1298165,.0503551,-.1019205,.0215339
451542,80,.2632727,.2679456,-.4455084,-.4794823,0,0,0,0,0,1,0,0,0,0,0,.2423271,.2428577,-.6361185,-.6813341,.0209456,.0250879,.1906101,.2018518,.1173687,-.1315927,.0503551
451542,81,.1760821,.1756681,-.4386376,-.465265,0,0,0,0,0,0,1,0,0,0,0,.2632727,.2679456,-.4455084,-.4794823,-.0871906,-.0922776,.0068708,.0142173,.0209456,.1906101,.1173687
451542,82,.1014476,.0995445,-.6603437,-.6944925,0,0,0,0,0,0,0,1,0,0,0,.1760821,.1756681,-.4386376,-.465265,-.0746345,-.0761235,-.2217062,-.2292274,-.0871906,.0068708,.0209456
451542,83,.0442408,.0569639,-.5947592,-.6292327,0,0,0,0,0,0,0,0,1,0,0,.1014476,.0995445,-.6603437,-.6944925,-.0572068,-.0425807,.0655845,.0652598,-.0746345,-.2217062,-.0871906
451542,84,.0272699,.0208602,-.603321,-.6272454,0,0,0,0,0,0,0,0,0,1,0,.0442408,.0569639,-.5947592,-.6292327,-.0169709,-.0361037,-.0085618,.0019873,-.0572068,.0655845,-.0746345
451542,85,-.0000255,.0165842,-.7008883,-.7367947,0,0,0,0,0,0,0,0,0,0,1,.0272699,.0208602,-.603321,-.6272454,-.0272954,-.004276,-.0975673,-.1095493,-.0169709,-.0085618,-.0572068
453038,75,.1098969,.1202761,.8442434,.9413516,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
453038,76,.129506,.1232432,.5261749,.5463443,0,1,0,0,0,0,0,0,0,0,0,.1098969,.1202761,.8442434,.9413516,.0196091,.0029671,-.3180685,-.3950073,,,
453038,77,.0853845,.1024335,.2913987,.2608604,0,0,1,0,0,0,0,0,0,0,0,.129506,.1232432,.5261749,.5463443,-.0441215,-.0208097,-.2347762,-.2854839,.0196091,-.3180685,
453038,78,.1106446,.1150881,-.0596716,-.1532169,0,0,0,1,0,0,0,0,0,0,0,.0853845,.1024335,.2913987,.2608604,.0252601,.0126547,-.3510702,-.4140773,-.0441215,-.2347762,.0196091
453038,79,.1401252,.1574801,-.0527806,-.1350852,0,0,0,0,1,0,0,0,0,0,0,.1106446,.1150881,-.0596716,-.1532169,.0294806,.0423919,.006891,.0181317,.0252601,-.3510702,-.0441215
453038,80,.1620108,.1223118,.6959652,.7494335,0,0,0,0,0,1,0,0,0,0,0,.1401252,.1574801,-.0527806,-.1350852,.0218856,-.0351682,.7487458,.8845186,.0294806,.006891,.0252601
453038,81,.1964621,.1511638,-.1864958,-.3007233,0,0,0,0,0,0,1,0,0,0,0,.1620108,.1223118,.6959652,.7494335,.0344513,.028852,-.882461,-1.050157,.0218856,.7487458,.0294806
453038,82,.0912796,.1464257,-.5781685,-.8435964,0,0,0,0,0,0,0,1,0,0,0,.1964621,.1511638,-.1864958,-.3007233,-.1051825,-.0047382,-.3916727,-.5428731,.0344513,-.882461,.0218856
453038,83,.0762276,.0889469,-.5033446,-.6839452,0,0,0,0,0,0,0,0,1,0,0,.0912796,.1464257,-.5781685,-.8435964,-.015052,-.0574788,.0748239,.1596512,-.1051825,-.3916727,.0344513
453038,84,.0731346,.0840049,-.1941503,-.3088763,0,0,0,0,0,0,0,0,0,1,0,.0762276,.0889469,-.5033446,-.6839452,-.003093,-.004942,.3091943,.3750689,-.015052,.0748239,-.1051825
453038,85,.0824421,.1316228,-.0781277,-.170685,0,0,0,0,0,0,0,0,0,0,1,.0731346,.0840049,-.1941503,-.3088763,.0093075,.0476179,.1160226,.1381913,-.003093,.3091943,-.015052
456866,75,.1823771,.3187392,1.581903,4.33075,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
456866,76,.1180232,.2353678,1.325118,2.935404,0,1,0,0,0,0,0,0,0,0,0,.1823771,.3187392,1.581903,4.33075,-.0643539,-.0833714,-.2567853,-1.395346,,,
456866,77,.0345927,.1120302,1.449731,3.118735,0,0,1,0,0,0,0,0,0,0,0,.1180232,.2353678,1.325118,2.935404,-.0834305,-.1233376,.1246134,.1833315,-.0643539,-.2567853,
456866,78,.1228507,.1326477,.7203065,1.004922,0,0,0,1,0,0,0,0,0,0,0,.0345927,.1120302,1.449731,3.118735,.088258,.0206175,-.7294248,-2.113813,-.0834305,.1246134,-.0643539
456866,79,.095845,.1946572,.2727233,-.2127399,0,0,0,0,1,0,0,0,0,0,0,.1228507,.1326477,.7203065,1.004922,-.0270057,.0620095,-.4475832,-1.217662,.088258,-.7294248,-.0834305
456866,80,.1708962,.267045,.2110018,-.2813779,0,0,0,0,0,1,0,0,0,0,0,.095845,.1946572,.2727233,-.2127399,.0750512,.0723878,-.0617215,-.068638,-.0270057,-.4475832,.088258
456866,81,.1354604,.197833,.6928875,1.098894,0,0,0,0,0,0,1,0,0,0,0,.1708962,.267045,.2110018,-.2813779,-.0354358,-.069212,.4818858,1.380272,.0750512,-.0617215,-.0270057
456866,82,-.0455058,.1331861,.1532014,-.3265221,0,0,0,0,0,0,0,1,0,0,0,.1354604,.197833,.6928875,1.098894,-.1809662,-.0646469,-.5396861,-1.425416,-.0354358,.4818858,.0750512
456866,83,-.0820727,.0605643,-.1647647,-.9722661,0,0,0,0,0,0,0,0,1,0,0,-.0455058,.1331861,.1532014,-.3265221,-.0365669,-.0726218,-.3179661,-.645744,-.1809662,-.5396861,-.0354358
456866,84,.0251446,.0880805,.3314154,.2016582,0,0,0,0,0,0,0,0,0,1,0,-.0820727,.0605643,-.1647647,-.9722661,.1072173,.0275162,.4961801,1.173924,-.0365669,-.3179661,-.1809662
456866,85,.0613836,.1027502,.1581594,-.2006274,0,0,0,0,0,0,0,0,0,0,1,.0251446,.0880805,.3314154,.2016582,.036239,.0146697,-.173256,-.4022856,.1072173,.4961801,-.0365669
457659,75,-.0601867,.0599511,-.5404763,-1.873621,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
457659,76,.0657135,.0703552,-.5415887,-1.581579,0,1,0,0,0,0,0,0,0,0,0,-.0601867,.0599511,-.5404763,-1.873621,.1259002,.0104041,-.0011124,.2920424,,,
457659,77,.1061405,.0922858,-.3582498,-1.257931,0,0,1,0,0,0,0,0,0,0,0,.0657135,.0703552,-.5415887,-1.581579,.040427,.0219305,.1833389,.3236476,.1259002,-.0011124,
457659,78,.0760955,.117935,-.5438256,-1.727815,0,0,0,1,0,0,0,0,0,0,0,.1061405,.0922858,-.3582498,-1.257931,-.030045,.0256493,-.1855757,-.4698834,.040427,.1833389,.1259002
457659,79,.2217327,.2314211,-.7048868,-1.950201,0,0,0,0,1,0,0,0,0,0,0,.0760955,.117935,-.5438256,-1.727815,.1456372,.1134861,-.1610612,-.2223862,-.030045,-.1855757,.040427
457659,80,.1214242,.18862,-.5412397,-1.578913,0,0,0,0,0,1,0,0,0,0,0,.2217327,.2314211,-.7048868,-1.950201,-.1003085,-.0428012,.1636471,.3712883,.1456372,-.1610612,-.030045
457659,81,.1014416,.1615626,.2595987,.1467349,0,0,0,0,0,0,1,0,0,0,0,.1214242,.18862,-.5412397,-1.578913,-.0199826,-.0270574,.8008384,1.725648,-.1003085,.1636471,.1456372
457659,82,.0461026,.1164301,-.3768287,-1.0075,0,0,0,0,0,0,0,1,0,0,0,.1014416,.1615626,.2595987,.1467349,-.055339,-.0451325,-.6364275,-1.154235,-.0199826,.8008384,-.1003085
457659,83,.1477973,.1034306,-.0691334,-.4033131,0,0,0,0,0,0,0,0,1,0,0,.0461026,.1164301,-.3768287,-1.0075,.1016947,-.0129995,.3076953,.6041865,-.055339,-.6364275,-.0199826
457659,84,.0698623,.1151921,-.1212297,-.5824101,0,0,0,0,0,0,0,0,0,1,0,.1477973,.1034306,-.0691334,-.4033131,-.077935,.0117616,-.0520963,-.179097,.1016947,.3076953,-.055339
457659,85,-.0537522,.1579021,-.2257123,-.7982692,0,0,0,0,0,0,0,0,0,0,1,.0698623,.1151921,-.1212297,-.5824101,-.1236145,.04271,-.1044827,-.2158591,-.077935,-.0520963,.1016947
458506,75,.1422579,.1124285,-.7863928,-2.928569,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
458506,76,.1202223,.1404744,.1990156,-.2412246,0,1,0,0,0,0,0,0,0,0,0,.1422579,.1124285,-.7863928,-2.928569,-.0220356,.0280459,.9854084,2.687344,,,
458506,77,.132749,.1293042,.4518616,.4346562,0,0,1,0,0,0,0,0,0,0,0,.1202223,.1404744,.1990156,-.2412246,.0125267,-.0111702,.2528461,.6758808,-.0220356,.9854084,
