id,period,lfp,black,educ,age,agesq,kids,hinc,per1,per2,per3,per4,per5,lhinc
2855,1,1,0,6,28,784,3,1615.797,1,0,0,0,0,7.387584
2855,2,1,0,6,28,784,3,1341.395,0,1,0,0,0,7.201466
2855,3,1,0,6,28,784,3,1226.482,0,0,1,0,0,7.111906
2855,4,1,0,6,28,784,3,990.4464,0,0,0,1,0,6.898156
2855,5,1,0,6,28,784,3,1392.785,0,0,0,0,1,7.23906
2856,1,1,0,13,41,1681,2,1607.6,1,0,0,0,0,7.382498
2856,2,1,0,13,41,1681,2,1555.571,0,1,0,0,0,7.349598
2856,3,1,0,13,41,1681,2,1697.733,0,0,1,0,0,7.437049
2856,4,1,0,13,41,1681,2,1932.424,0,0,0,1,0,7.56653
2856,5,1,0,13,41,1681,2,1777.933,0,0,0,0,1,7.483207
2857,1,1,1,9,40,1600,9,3832.396,1,0,0,0,0,8.251245
2857,2,1,1,9,40,1600,9,4758.422,0,1,0,0,0,8.467671
2857,3,1,1,9,40,1600,9,3344.18,0,0,1,0,0,8.114977
2857,4,0,1,9,40,1600,10,1932.907,0,0,0,1,0,7.566781
2857,5,0,1,9,40,1600,10,727.6304,0,0,0,0,1,6.589793
2858,1,0,0,8,28,784,2,923.3129,1,0,0,0,0,6.827968
2858,2,0,0,8,28,784,2,967.3523,0,1,0,0,0,6.874563
2858,3,0,0,8,28,784,2,1551.263,0,0,1,0,0,7.346825
2858,4,0,0,8,28,784,2,1371.573,0,0,0,1,0,7.223714
2858,5,0,0,8,28,784,2,192.773,0,0,0,0,1,5.261513
2859,1,0,0,13,54,2916,0,2488.073,1,0,0,0,0,7.819264
2859,2,0,0,13,54,2916,0,1785.098,0,1,0,0,0,7.487228
2859,3,0,0,13,54,2916,0,2393.969,0,0,1,0,0,7.780708
2859,4,1,0,13,54,2916,0,2303.951,0,0,0,1,0,7.742381
2859,5,1,0,13,54,2916,0,2250.785,0,0,0,0,1,7.719034
2860,1,1,0,12,40,1600,0,1865.694,1,0,0,0,0,7.531388
2860,2,1,0,12,40,1600,0,1984.335,0,1,0,0,0,7.593039
2860,3,1,0,12,40,1600,0,1843.279,0,0,1,0,0,7.519301
2860,4,1,0,12,40,1600,0,1898.146,0,0,0,1,0,7.548633
2860,5,1,0,12,40,1600,0,1980.591,0,0,0,0,1,7.591151
2861,1,0,0,9,50,2500,0,5385.991,1,0,0,0,0,8.591557
2861,2,1,0,9,50,2500,0,2276.122,0,1,0,0,0,7.730228
2861,3,0,0,9,50,2500,0,3988.959,0,0,1,0,0,8.291286
2861,4,1,0,9,50,2500,0,4612.368,0,0,0,1,0,8.436497
2861,5,0,0,9,50,2500,0,4433.776,0,0,0,0,1,8.397007
2862,1,1,0,18,27,729,1,2960.775,1,0,0,0,0,7.993207
2862,2,1,0,18,27,729,1,3258.56,0,1,0,0,0,8.089041
2862,3,1,0,18,27,729,1,2852.347,0,0,1,0,0,7.955897
2862,4,1,0,18,27,729,2,3601.985,0,0,0,1,0,8.18924
2862,5,1,0,18,27,729,2,4009.505,0,0,0,0,1,8.296423
2863,1,1,0,14,35,1225,0,2839.1,1,0,0,0,0,7.951242
2863,2,0,0,14,35,1225,0,4055.077,0,1,0,0,0,8.307725
2863,3,0,0,14,35,1225,0,4298.056,0,0,1,0,0,8.365918
2863,4,0,0,14,35,1225,0,2149.01,0,0,0,1,0,7.672762
2863,5,0,0,14,35,1225,0,4209.955,0,0,0,0,1,8.345207
2864,1,0,0,16,53,2809,0,3743.33,1,0,0,0,0,8.227731
2864,2,0,0,16,53,2809,0,4024.633,0,1,0,0,0,8.300189
2864,3,0,0,16,53,2809,0,4895.132,0,0,1,0,0,8.495996
2864,4,0,0,16,53,2809,0,36.35941,0,0,0,1,0,3.593453
2864,5,0,0,16,53,2809,0,7207.719,0,0,0,0,1,8.882908
2865,1,1,1,12,57,3249,1,2265.924,1,0,0,0,0,7.725738
2865,2,1,1,12,57,3249,1,2856.557,0,1,0,0,0,7.957372
2865,3,1,1,12,57,3249,1,2997.895,0,0,1,0,0,8.005666
2865,4,1,1,12,57,3249,1,2715.656,0,0,0,1,0,7.906789
2865,5,1,1,12,57,3249,1,3903.726,0,0,0,0,1,8.269687
2866,1,0,0,12,51,2601,0,5411.796,1,0,0,0,0,8.596336
2866,2,0,0,12,51,2601,0,5030.792,0,1,0,0,0,8.523333
2866,3,0,0,12,51,2601,0,5286.74,0,0,1,0,0,8.572957
2866,4,0,0,12,51,2601,0,4847.921,0,0,0,1,0,8.486305
2866,5,0,0,12,51,2601,0,4923.354,0,0,0,0,1,8.501745
2867,1,1,0,12,46,2116,0,2777.377,1,0,0,0,0,7.929262
2867,2,1,0,12,46,2116,0,2626.075,0,1,0,0,0,7.873246
2867,3,1,0,12,46,2116,0,3678.202,0,0,1,0,0,8.210179
2867,4,1,0,12,46,2116,0,2375.484,0,0,0,1,0,7.772956
2867,5,1,0,12,46,2116,0,2498.677,0,0,0,0,1,7.823517
2868,1,1,0,13,32,1024,2,2380.17,1,0,0,0,0,7.774927
2868,2,1,0,13,32,1024,2,1988.17,0,1,0,0,0,7.59497
2868,3,1,0,13,32,1024,2,2005.046,0,0,1,0,0,7.603422
2868,4,1,0,13,32,1024,2,2179.626,0,0,0,1,0,7.686909
2868,5,1,0,13,32,1024,2,2267.789,0,0,0,0,1,7.726561
2869,1,0,0,12,28,784,1,754.136,1,0,0,0,0,6.625573
2869,2,0,0,12,28,784,1,580.9992,0,1,0,0,0,6.364749
2869,3,1,0,12,28,784,1,664.245,0,0,1,0,0,6.498651
2869,4,1,0,12,28,784,1,1437.99,0,0,0,1,0,7.271001
2869,5,0,0,12,28,784,1,2152.818,0,0,0,0,1,7.674533
2870,1,0,0,13,30,900,3,1180.761,1,0,0,0,0,7.073915
2870,2,1,0,13,30,900,3,1242.444,0,1,0,0,0,7.124835
2870,3,0,0,13,30,900,3,1086.235,0,0,1,0,0,6.990473
2870,4,0,0,13,30,900,3,1300.232,0,0,0,1,0,7.170298
2870,5,0,0,13,30,900,3,1205.578,0,0,0,0,1,7.094714
2871,1,1,0,17,42,1764,2,1638.88,1,0,0,0,0,7.401768
2871,2,1,0,17,42,1764,2,1341.395,0,1,0,0,0,7.201465
2871,3,1,0,17,42,1764,2,2810.74,0,0,1,0,0,7.941203
2871,4,1,0,17,42,1764,2,1522.567,0,0,0,1,0,7.328153
2871,5,1,0,17,42,1764,2,1053.986,0,0,0,0,1,6.960334
2872,1,1,0,17,39,1521,2,2031.08,1,0,0,0,0,7.616323
2872,2,1,0,17,39,1521,2,2056.721,0,1,0,0,0,7.628868
2872,3,1,0,17,39,1521,2,2006.411,0,0,1,0,0,7.604103
2872,4,1,0,17,39,1521,2,1975.022,0,0,0,1,0,7.588335
2872,5,1,0,17,39,1521,2,2163.939,0,0,0,0,1,7.679686
2873,1,0,0,13,47,2209,1,7288.788,1,0,0,0,0,8.894093
2873,2,0,0,13,47,2209,1,2270.713,0,1,0,0,0,7.727849
2873,3,1,0,13,47,2209,1,3722.216,0,0,1,0,0,8.222075
2873,4,1,0,13,47,2209,1,2613.032,0,0,0,1,0,7.868267
2873,5,1,0,13,47,2209,1,3837.992,0,0,0,0,1,8.252705
2874,1,1,0,16,49,2401,0,1763.271,1,0,0,0,0,7.474926
2874,2,1,0,16,49,2401,0,1669.158,0,1,0,0,0,7.420074
2874,3,1,0,16,49,2401,0,1988.325,0,0,1,0,0,7.595048
2874,4,1,0,16,49,2401,0,1365.262,0,0,0,1,0,7.219102
2874,5,1,0,16,49,2401,0,1450.616,0,0,0,0,1,7.279744
2875,1,1,0,12,55,3025,2,5743.893,1,0,0,0,0,8.655892
2875,2,1,0,12,55,3025,2,6708.646,0,1,0,0,0,8.811152
2875,3,1,0,12,55,3025,2,5516.167,0,0,1,0,0,8.615438
2875,4,1,0,12,55,3025,2,6743.149,0,0,0,1,0,8.816282
2875,5,1,0,12,55,3025,2,7340.121,0,0,0,0,1,8.901111
2876,1,1,0,12,33,1089,1,2575.785,1,0,0,0,0,7.853909
2876,2,1,0,12,33,1089,1,2507.022,0,1,0,0,0,7.826851
2876,3,1,0,12,33,1089,1,2625.08,0,0,1,0,0,7.872867
2876,4,1,0,12,33,1089,1,2537.289,0,0,0,1,0,7.838851
2876,5,1,0,12,33,1089,1,2590.867,0,0,0,0,1,7.859748
2877,1,1,0,16,45,2025,2,4854.278,1,0,0,0,0,8.487616
2877,2,1,0,16,45,2025,1,5290.886,0,1,0,0,0,8.573741
2877,3,1,0,16,45,2025,1,4214.217,0,0,1,0,0,8.346219
2877,4,1,0,16,45,2025,1,4588.558,0,0,0,1,0,8.431321
2877,5,1,0,16,45,2025,1,8325.398,0,0,0,0,1,9.027066
2878,1,1,0,18,37,1369,3,5129.511,1,0,0,0,0,8.542766
2878,2,1,0,18,37,1369,3,5001.906,0,1,0,0,0,8.517574
2878,3,1,0,18,37,1369,3,5166.933,0,0,1,0,0,8.550035
2878,4,1,0,18,37,1369,3,5154.201,0,0,0,1,0,8.547567
2878,5,1,0,18,37,1369,3,4378.833,0,0,0,0,1,8.384538
2879,1,1,0,11,36,1296,2,2010.77,1,0,0,0,0,7.606273
2879,2,1,0,11,36,1296,2,1982.756,0,1,0,0,0,7.592243
2879,3,1,0,11,36,1296,2,2453.95,0,0,1,0,0,7.805454
2879,4,1,0,11,36,1296,1,1844.949,0,0,0,1,0,7.520207
2879,5,1,0,11,36,1296,1,2047.972,0,0,0,0,1,7.624605
2880,1,1,0,18,28,784,0,4344.186,1,0,0,0,0,8.376594
2880,2,1,0,18,28,784,0,2124.381,0,1,0,0,0,7.661236
2880,3,1,0,18,28,784,0,4432.179,0,0,1,0,0,8.396646
2880,4,1,0,18,28,784,0,6425.276,0,0,0,1,0,8.767995
2880,5,1,0,18,28,784,0,7895.977,0,0,0,0,1,8.974109
2881,1,0,0,12,35,1225,2,3171.676,1,0,0,0,0,8.062016
2881,2,0,0,12,35,1225,2,3106.604,0,1,0,0,0,8.041286
2881,3,0,0,12,35,1225,2,3788.148,0,0,1,0,0,8.239633
2881,4,0,0,12,35,1225,2,3427.971,0,0,0,1,0,8.139724
2881,5,0,0,12,35,1225,2,3204.827,0,0,0,0,1,8.072413
2882,1,1,0,10,29,841,2,109.6783,1,0,0,0,0,4.697551
2882,2,1,0,10,29,841,2,731.4291,0,1,0,0,0,6.595
2882,3,1,0,10,29,841,2,61.05199,0,0,1,0,0,4.111726
2882,4,1,0,10,29,841,2,1006.148,0,0,0,1,0,6.913884
2882,5,1,0,10,29,841,2,1854.462,0,0,0,0,1,7.52535
2883,1,1,0,12,42,1764,0,3527.624,1,0,0,0,0,8.16838
2883,2,0,0,12,42,1764,0,5051.922,0,1,0,0,0,8.527524
2883,3,0,0,12,42,1764,0,4915.692,0,0,1,0,0,8.500188
2883,4,0,0,12,42,1764,0,4864.408,0,0,0,1,0,8.4897
2883,5,0,0,12,42,1764,1,4217.956,0,0,0,0,1,8.347106
2884,1,1,1,16,35,1225,1,2031.287,1,0,0,0,0,7.616425
2884,2,1,1,16,35,1225,1,1719.737,0,1,0,0,0,7.449927
2884,3,1,1,16,35,1225,1,1657.635,0,0,1,0,0,7.413147
2884,4,1,1,16,35,1225,1,1553.641,0,0,0,1,0,7.348356
2884,5,1,1,16,35,1225,1,1696.401,0,0,0,0,1,7.436265
2885,1,1,0,6,33,1089,3,3377.269,1,0,0,0,0,8.124823
2885,2,1,0,6,33,1089,3,3142.987,0,1,0,0,0,8.052929
2885,3,1,0,6,33,1089,3,3329.913,0,0,1,0,0,8.110702
2885,4,1,0,6,33,1089,3,3550.859,0,0,0,1,0,8.174945
2885,5,1,0,6,33,1089,3,3085.867,0,0,0,0,1,8.034588
2886,1,1,0,12,49,2401,0,6165.877,1,0,0,0,0,8.726786
2886,2,1,0,12,49,2401,0,5704.669,0,1,0,0,0,8.64904
2886,3,1,0,12,49,2401,0,5201.08,0,0,1,0,0,8.556622
2886,4,1,0,12,49,2401,0,1221.677,0,0,0,1,0,7.10798
2886,5,1,0,12,49,2401,0,1653.452,0,0,0,0,1,7.410621
2887,1,1,0,14,31,961,2,1985.121,1,0,0,0,0,7.593435
2887,2,1,0,14,31,961,2,1418.783,0,1,0,0,0,7.257555
2887,3,1,0,14,31,961,2,2092.973,0,0,1,0,0,7.646341
2887,4,1,0,14,31,961,2,2166.6,0,0,0,1,0,7.680914
2887,5,1,0,14,31,961,2,253.0144,0,0,0,0,1,5.533446
2888,1,0,1,16,27,729,3,2450.625,1,0,0,0,0,7.804099
2888,2,0,1,16,27,729,3,2414.781,0,1,0,0,0,7.789364
2888,3,0,1,16,27,729,3,2349.663,0,0,1,0,0,7.762027
2888,4,0,1,16,27,729,3,2472.441,0,0,0,1,0,7.812961
2888,5,0,1,16,27,729,3,1537.647,0,0,0,0,1,7.338009
2889,1,0,0,12,53,2809,0,2169.784,1,0,0,0,0,7.682383
2889,2,0,0,12,53,2809,0,2059.385,0,1,0,0,0,7.630163
2889,3,0,0,12,53,2809,0,2220.029,0,0,1,0,0,7.705276
2889,4,0,0,12,53,2809,0,1725.997,0,0,0,1,0,7.45356
2889,5,0,0,12,53,2809,0,2457.854,0,0,0,0,1,7.807044
2890,1,1,0,12,43,1849,1,3142.277,1,0,0,0,0,8.052703
2890,2,1,0,12,43,1849,2,2696.681,0,1,0,0,0,7.899777
2890,3,1,0,12,43,1849,1,3661.896,0,0,1,0,0,8.205736
2890,4,1,0,12,43,1849,1,3988.913,0,0,0,1,0,8.291274
2890,5,1,0,12,43,1849,2,5683.919,0,0,0,0,1,8.645396
2891,1,1,0,13,48,2304,0,6347.773,1,0,0,0,0,8.755859
2891,2,1,0,13,48,2304,0,6449.015,0,1,0,0,0,8.771683
2891,3,1,0,13,48,2304,0,7633.195,0,0,1,0,0,8.940262
2891,4,1,0,13,48,2304,0,7338.525,0,0,0,1,0,8.900893
2891,5,1,0,13,48,2304,0,4592.813,0,0,0,0,1,8.432248
2892,1,1,0,12,46,2116,1,2539.108,1,0,0,0,0,7.839568
2892,2,1,0,12,46,2116,1,1502.24,0,1,0,0,0,7.314713
2892,3,1,0,12,46,2116,1,2925.237,0,0,1,0,0,7.981131
2892,4,1,0,12,46,2116,1,2883.943,0,0,0,1,0,7.966914
2892,5,1,0,12,46,2116,1,2703.637,0,0,0,0,1,7.902353
2893,1,1,0,17,41,1681,4,3018.865,1,0,0,0,0,8.012636
2893,2,1,0,17,41,1681,4,2809.447,0,1,0,0,0,7.940743
2893,3,1,0,17,41,1681,4,3083.934,0,0,1,0,0,8.033961
2893,4,1,0,17,41,1681,4,2884.514,0,0,0,1,0,7.967112
2893,5,1,0,17,41,1681,4,2193.309,0,0,0,0,1,7.693167
2894,1,0,0,9,41,1681,3,2589.627,1,0,0,0,0,7.859269
2894,2,0,0,9,41,1681,3,2129.889,0,1,0,0,0,7.663825
2894,3,0,0,9,41,1681,3,2136.818,0,0,1,0,0,7.667073
2894,4,0,0,9,41,1681,3,2057.315,0,0,0,1,0,7.629157
2894,5,0,0,9,41,1681,3,2159.141,0,0,0,0,1,7.677466
2895,1,0,0,12,32,1024,0,3675.937,1,0,0,0,0,8.209563
2895,2,0,0,12,32,1024,0,1911.701,0,1,0,0,0,7.555749
2895,3,1,0,12,32,1024,0,3426.592,0,0,1,0,0,8.139321
2895,4,1,0,12,32,1024,0,1854.331,0,0,0,1,0,7.525279
2895,5,1,0,12,32,1024,0,2883.089,0,0,0,0,1,7.966618
2896,1,1,0,16,33,1089,2,6347.773,1,0,0,0,0,8.755859
2896,2,1,0,16,33,1089,2,5310.951,0,1,0,0,0,8.577526
2896,3,1,0,16,33,1089,2,1674.379,0,0,1,0,0,7.423198
2896,4,1,0,16,33,1089,2,5158.573,0,0,0,1,0,8.548415
2896,5,1,0,16,33,1089,2,5120.528,0,0,0,0,1,8.541013
2897,1,0,0,12,52,2704,1,8916.547,1,0,0,0,0,9.095664
2897,2,0,0,12,52,2704,1,8931.5,0,1,0,0,0,9.09734
2897,3,0,0,12,52,2704,1,8781.708,0,0,1,0,0,9.080426
2897,4,0,0,12,52,2704,1,7974.202,0,0,0,1,0,8.983967
2897,5,0,0,12,52,2704,1,8678.248,0,0,0,0,1,9.068575
2898,1,1,0,18,29,841,1,2631.439,1,0,0,0,0,7.875286
2898,2,1,0,18,29,841,1,2680.765,0,1,0,0,0,7.893857
2898,3,1,0,18,29,841,2,2728.497,0,0,1,0,0,7.911506
2898,4,1,0,18,29,841,2,2539.23,0,0,0,1,0,7.839616
2898,5,1,0,18,29,841,2,2795.205,0,0,0,0,1,7.935661
2899,1,0,0,12,29,841,2,3062.174,1,0,0,0,0,8.02688
2899,2,1,0,12,29,841,2,2011.151,0,1,0,0,0,7.606462
2899,3,1,0,12,29,841,3,1978.083,0,0,1,0,0,7.589883
2899,4,1,0,12,29,841,3,1598.948,0,0,0,1,0,7.377101
2899,5,1,0,12,29,841,3,1782.534,0,0,0,0,1,7.485791
2900,1,0,0,10,51,2601,1,3795.406,1,0,0,0,0,8.241547
2900,2,1,0,10,51,2601,1,4836.856,0,1,0,0,0,8.48402
2900,3,1,0,10,51,2601,1,4643.032,0,0,1,0,0,8.443123
2900,4,0,0,10,51,2601,1,3956.633,0,0,0,1,0,8.283149
2900,5,1,0,10,51,2601,1,5781.075,0,0,0,0,1,8.662345
2901,1,1,0,15,54,2916,2,5745.826,1,0,0,0,0,8.656229
2901,2,1,0,15,54,2916,2,2023.979,0,1,0,0,0,7.612821
2901,3,1,0,15,54,2916,1,1776.319,0,0,1,0,0,7.482298
2901,4,1,0,15,54,2916,1,4668.932,0,0,0,1,0,8.448686
2901,5,1,0,15,54,2916,1,3167.979,0,0,0,0,1,8.060849
2902,1,1,0,17,37,1369,0,3305.582,1,0,0,0,0,8.103368
2902,2,1,0,17,37,1369,0,3340.667,0,1,0,0,0,8.113926
2902,3,1,0,17,37,1369,0,3304.621,0,0,1,0,0,8.103077
2902,4,1,0,17,37,1369,0,3872.593,0,0,0,1,0,8.26168
2902,5,1,0,17,37,1369,0,3224.319,0,0,0,0,1,8.078477
2903,1,1,0,16,36,1296,2,863.2094,1,0,0,0,0,6.760657
2903,2,1,0,16,36,1296,2,1102.531,0,1,0,0,0,7.005364
2903,3,1,0,16,36,1296,2,1172.198,0,0,1,0,0,7.066636
2903,4,1,0,16,36,1296,2,1210.186,0,0,0,1,0,7.098529
2903,5,1,0,16,36,1296,2,1576.894,0,0,0,0,1,7.363212
2904,1,1,0,12,45,2025,3,1292.805,1,0,0,0,0,7.164569
2904,2,1,0,12,45,2025,3,1117.306,0,1,0,0,0,7.018676
2904,3,1,0,12,45,2025,3,1631.796,0,0,1,0,0,7.397437
2904,4,1,0,12,45,2025,2,1622.633,0,0,0,1,0,7.391805
2904,5,1,0,12,45,2025,2,1401.724,0,0,0,0,1,7.245458
2905,1,1,0,10,29,841,2,2500.658,1,0,0,0,0,7.824309
2905,2,1,0,10,29,841,2,2082.245,0,1,0,0,0,7.641202
2905,3,1,0,10,29,841,2,1762.247,0,0,1,0,0,7.474345
2905,4,1,0,10,29,841,2,1780.157,0,0,0,1,0,7.484457
2905,5,1,0,10,29,841,2,2049.876,0,0,0,0,1,7.625535
2906,1,0,0,16,38,1444,2,7179.311,1,0,0,0,0,8.878959
2906,2,0,0,16,38,1444,2,8384.32,0,1,0,0,0,9.034119
2906,3,0,0,16,38,1444,2,5874.158,0,0,1,0,0,8.678318
2906,4,0,0,16,38,1444,2,3053.463,0,0,0,1,0,8.024032
2906,5,0,0,16,38,1444,2,3756.666,0,0,0,0,1,8.231287
2907,1,0,0,12,42,1764,2,2109.045,1,0,0,0,0,7.653991
2907,2,0,0,12,42,1764,2,3049.005,0,1,0,0,0,8.022571
2907,3,0,0,12,42,1764,2,3662.14,0,0,1,0,0,8.205803
2907,4,0,0,12,42,1764,2,2391.414,0,0,0,1,0,7.77964
2907,5,0,0,12,42,1764,2,4690.752,0,0,0,0,1,8.453348
2908,1,0,0,15,44,1936,1,5403.627,1,0,0,0,0,8.594826
2908,2,0,0,15,44,1936,0,8932.931,0,1,0,0,0,9.0975
2908,3,0,0,15,44,1936,0,2937.324,0,0,1,0,0,7.985254
2908,4,0,0,15,44,1936,0,4845.984,0,0,0,1,0,8.485906
2908,5,0,0,15,44,1936,0,8008.26,0,0,0,0,1,8.988229
2909,1,0,1,12,30,900,3,2484.833,1,0,0,0,0,7.817961
2909,2,0,1,12,30,900,3,1453.9,0,1,0,0,0,7.282005
2909,3,0,1,12,30,900,3,1145.462,0,0,1,0,0,7.043563
2909,4,0,1,12,30,900,3,1539.701,0,0,0,1,0,7.339344
2909,5,0,1,12,30,900,3,1602.517,0,0,0,0,1,7.379331
2910,1,1,0,12,40,1600,2,3885.263,1,0,0,0,0,8.264946
2910,2,1,0,12,40,1600,2,3428.736,0,1,0,0,0,8.139947
2910,3,1,0,12,40,1600,2,4602.157,0,0,1,0,0,8.43428
2910,4,1,0,12,40,1600,2,7081.122,0,0,0,1,0,8.865188
2910,5,1,0,12,40,1600,2,3822.975,0,0,0,0,1,8.248784
2911,1,1,0,12,49,2401,0,3573.828,1,0,0,0,0,8.181393
2911,2,1,0,12,49,2401,0,2327.497,0,1,0,0,0,7.752549
2911,3,1,0,12,49,2401,0,2398.125,0,0,1,0,0,7.782443
2911,4,1,0,12,49,2401,0,2333.548,0,0,0,1,0,7.755145
2911,5,1,0,12,49,2401,0,2312.957,0,0,0,0,1,7.746282
2912,1,1,0,16,29,841,1,2339.326,1,0,0,0,0,7.757618
2912,2,1,0,16,29,841,1,2157.204,0,1,0,0,0,7.676568
2912,3,1,0,16,29,841,1,1110.216,0,0,1,0,0,7.01231
2912,4,1,0,16,29,841,1,2230.045,0,0,0,1,0,7.709777
2912,5,1,0,16,29,841,1,2402.574,0,0,0,0,1,7.784296
2913,1,1,0,17,40,1600,2,8420.612,1,0,0,0,0,9.038438
2913,2,1,0,17,40,1600,2,8429.748,0,1,0,0,0,9.039522
2913,3,1,0,17,40,1600,2,984.9285,0,0,1,0,0,6.892569
2913,4,1,0,17,40,1600,2,5033.796,0,0,0,1,0,8.52393
2913,5,1,0,17,40,1600,2,962.6592,0,0,0,0,1,6.869699
2914,1,0,1,12,54,2916,0,2262.409,1,0,0,0,0,7.724185
2914,2,0,1,12,54,2916,0,2581.227,0,1,0,0,0,7.85602
2914,3,0,1,12,54,2916,0,2096.525,0,0,1,0,0,7.648036
2914,4,0,1,12,54,2916,0,2136.443,0,0,0,1,0,7.666898
2914,5,0,1,12,54,2916,0,2374.321,0,0,0,0,1,7.772467
2915,1,1,0,17,42,1764,6,3020.002,1,0,0,0,0,8.013013
2915,2,1,0,17,42,1764,6,3246.253,0,1,0,0,0,8.085257
2915,3,1,0,17,42,1764,6,2262.381,0,0,1,0,0,7.724173
2915,4,1,0,17,42,1764,6,1638.605,0,0,0,1,0,7.401601
2915,5,1,0,17,42,1764,6,1001.455,0,0,0,0,1,6.909209
2916,1,1,0,16,34,1156,1,3522.773,1,0,0,0,0,8.167004
2916,2,1,0,16,34,1156,1,4100.096,0,1,0,0,0,8.318766
2916,3,0,0,16,34,1156,1,5825.206,0,0,1,0,0,8.66995
2916,4,0,0,16,34,1156,1,7199.167,0,0,0,1,0,8.881721
2916,5,0,0,16,34,1156,1,6342.793,0,0,0,0,1,8.755075
2917,1,0,0,12,32,1024,2,1021.094,1,0,0,0,0,6.92863
2917,2,1,0,12,32,1024,2,1509.239,0,1,0,0,0,7.319361
2917,3,0,0,12,32,1024,2,1003.502,0,0,1,0,0,6.911252
2917,4,0,0,12,32,1024,2,1066.544,0,0,0,1,0,6.972178
2917,5,1,0,12,32,1024,2,2114.265,0,0,0,0,1,7.656463
2918,1,1,0,17,38,1444,2,650.9477,1,0,0,0,0,6.478429
2918,2,1,0,17,38,1444,2,1207.391,0,1,0,0,0,7.096217
2918,3,1,0,17,38,1444,2,1107.769,0,0,1,0,0,7.010103
2918,4,1,0,17,38,1444,2,777.8497,0,0,0,1,0,6.656533
2918,5,1,0,17,38,1444,2,6108.071,0,0,0,0,1,8.717366
2919,1,1,0,10,41,1681,2,1079.012,1,0,0,0,0,6.983801
2919,2,1,0,10,41,1681,2,1844.234,0,1,0,0,0,7.519819
2919,3,1,0,10,41,1681,2,2197.871,0,0,1,0,0,7.695244
2919,4,1,0,10,41,1681,1,2339.047,0,0,0,1,0,7.757499
2919,5,1,0,10,41,1681,1,767.695,0,0,0,0,1,6.643393
2920,1,1,0,16,30,900,0,3867.651,1,0,0,0,0,8.260403
2920,2,1,0,16,30,900,0,1546.751,0,1,0,0,0,7.343912
2920,3,1,0,16,30,900,0,2495.809,0,0,1,0,0,7.822368
2920,4,1,0,16,30,900,0,4029.756,0,0,0,1,0,8.301461
2920,5,1,0,16,30,900,0,2015.44,0,0,0,0,1,7.608593
2921,1,1,0,12,44,1936,1,3117.455,1,0,0,0,0,8.044772
2921,2,1,0,12,44,1936,1,3257.728,0,1,0,0,0,8.088785
2921,3,1,0,12,44,1936,0,3625.51,0,0,1,0,0,8.19575
2921,4,1,0,12,44,1936,0,4904.88,0,0,0,1,0,8.497986
2921,5,1,0,12,44,1936,0,2608.241,0,0,0,0,1,7.866431
2922,1,0,0,12,59,3481,0,2386.519,1,0,0,0,0,7.777591
2922,2,0,0,12,59,3481,0,1102.531,0,1,0,0,0,7.005363
2922,3,0,0,12,59,3481,0,2344.394,0,0,1,0,0,7.759782
2922,4,0,0,12,59,3481,0,1742.667,0,0,0,1,0,7.463172
2922,5,0,0,12,59,3481,0,1439.428,0,0,0,0,1,7.272001
2923,1,1,0,17,39,1521,2,2931.051,1,0,0,0,0,7.983116
2923,2,1,0,17,39,1521,2,2903.773,0,1,0,0,0,7.973766
2923,3,1,0,17,39,1521,2,2956.659,0,0,1,0,0,7.991815
2923,4,1,0,17,39,1521,2,2970.808,0,0,0,1,0,7.996589
2923,5,1,0,17,39,1521,2,2986.88,0,0,0,0,1,8.001985
2924,1,0,0,15,51,2601,1,10832.78,1,0,0,0,0,9.290332
2924,2,0,0,15,51,2601,1,10998.32,0,1,0,0,0,9.305498
2924,3,0,0,15,51,2601,1,10049.71,0,0,1,0,0,9.215299
2924,4,0,0,15,51,2601,1,5417.554,0,0,0,1,0,8.5974
2924,5,0,0,15,51,2601,1,8008.26,0,0,0,0,1,8.988229
2925,1,0,0,8,41,1681,1,2503.717,1,0,0,0,0,7.825531
2925,2,0,0,8,41,1681,1,1832.532,0,1,0,0,0,7.513454
2925,3,0,0,8,41,1681,1,1479.856,0,0,1,0,0,7.2997
2925,4,0,0,8,41,1681,0,1463.821,0,0,0,1,0,7.288805
2925,5,0,0,8,41,1681,0,2744.604,0,0,0,0,1,7.917392
2926,1,1,0,11,30,900,3,1421.756,1,0,0,0,0,7.259648
2926,2,1,0,11,30,900,3,1737.989,0,1,0,0,0,7.460484
2926,3,0,0,11,30,900,3,1547.3,0,0,1,0,0,7.344267
2926,4,0,0,11,30,900,3,1578.808,0,0,0,1,0,7.364425
2926,5,0,0,11,30,900,3,2936.432,0,0,0,0,1,7.984951
2927,1,1,0,12,29,841,2,3098.225,1,0,0,0,0,8.038585
2927,2,1,0,12,29,841,2,2600.849,0,1,0,0,0,7.863593
2927,3,1,0,12,29,841,2,2563.031,0,0,1,0,0,7.848946
2927,4,1,0,12,29,841,2,2598.464,0,0,0,1,0,7.862676
2927,5,1,0,12,29,841,2,3272.802,0,0,0,0,1,8.093402
2928,1,0,0,10,52,2704,0,1778.914,1,0,0,0,0,7.483758
2928,2,0,0,10,52,2704,0,2056.096,0,1,0,0,0,7.628564
2928,3,0,0,10,52,2704,0,920.9077,0,0,1,0,0,6.82536
2928,4,0,0,10,52,2704,0,1960.985,0,0,0,1,0,7.581202
