term,sat,tothrs,cumgpa,major,season,frstsem,crsgpa,crspop,verbmath,trmgpa,hssize,race,hsrank,sport,id,spring,female,black,white,ctrmgpa,ctothrs,ccrsgpa,ccrspop,cseason,hsperc
8808,920,90,2.84,531,0,0,2.7621,391.6,.73585,2.8,474,6,244,"golf",12607,0,0,0,1,,,,,,51.47679
8901,920,105,2.83,531,1,0,3.0235,261.67,.73585,3.33,474,6,244,"golf",12607,1,0,0,1,.53,15,.2614,-129.93,1,51.47679
8808,900,79,2.24,538,0,0,2.6274,844,.875,1.81,199,6,52,"baseball",12659,0,0,0,1,,,,,,26.13065
8901,900,95,2.16,538,1,0,2.7482,459.83,.875,1.67,199,6,52,"baseball",12659,1,0,0,1,-.14,16,.1208,-384.17,1,26.13065
8808,500,109,2.08,317,1,0,2.7501,333,.66667,1.5,475,2,145,"football",12725,0,0,1,0,,,,,,30.52632
8901,500,121,2.02,317,0,0,2.789,126.2,.66667,1.6,475,2,145,"football",12725,1,0,1,0,.1,12,.0389001,-206.8,-1,30.52632
8808,710,1,4,517,1,0,2.2864,1030.4,.86842,1.71,254,2,85,"football",12753,0,0,1,0,,,,,,33.46457
8901,710,16,1.81,517,0,0,2.7837,1266.86,.86842,2.35,254,2,85,"football",12753,1,0,1,0,.6399999,15,.4972999,236.46,-1,33.46457
8808,910,1,4,565,1,0,3.053,859.4,.71698,2.75,241,6,93,"football",12761,0,0,0,1,,,,,,38.58921
8901,910,13,2.84,565,0,0,2.4637,1061,.71698,2.13,241,6,93,"football",12761,1,0,0,1,-.6199999,12,-.5892999,201.6,-1,38.58921
8808,830,43,1.72,960,1,0,2.8201,714.8,.93023,2.2,195,6,71,"football",12850,0,0,0,1,,,,,,36.41026
8901,830,58,1.84,960,0,0,2.7941,785.5,.93023,1.75,195,6,71,"football",12850,1,0,0,1,-.45,15,-.026,70.70001,-1,36.41026
8808,970,82,2.2,532,0,0,3.1712,568.6,.90196,2.71,184,2,27,"baseball",12933,0,0,1,0,,,,,,14.67391
8901,970,96,2.28,532,1,0,2.9048,486,.90196,2,184,2,27,"baseball",12933,1,0,1,0,-.71,14,-.2664001,-82.59998,1,14.67391
8808,760,1,4,601,1,0,3.0352,509.67,.80952,1.43,165,2,86,"football",12935,0,0,1,0,,,,,,52.12121
8901,760,16,1.75,601,0,0,2.7343,811.2,.80952,2.23,165,2,86,"football",12935,1,0,1,0,.8000001,15,-.3009002,301.53,-1,52.12121
8808,960,33,2.03,505,1,0,2.6038,1266.6,.74545,1,170,6,27,"football",12943,0,0,0,1,,,,,,15.88235
8901,960,46,1.73,505,0,0,2.9125,760,.74545,3.38,170,6,27,"football",12943,1,0,0,1,2.38,13,.3086998,-506.6,-1,15.88235
8808,860,54,3.5,531,0,0,2.6954,645.8,.72,3.2,413,6,31,"baseball",12949,0,0,0,1,,,,,,7.506053
8901,860,69,3.43,531,1,0,2.9521,431.67,.72,3.63,413,6,31,"baseball",12949,1,0,0,1,.4300001,15,.2567,-214.13,1,7.506053
8808,1060,0,0,402,0,1,2.5425,1516.8,.92727,3.07,657,6,141,"tennis",13116,0,0,0,1,,,,,,21.46119
8901,1060,15,3.06,402,1,0,2.8699,1125.75,.92727,3.08,657,6,141,"tennis",13116,1,0,0,1,.01,15,.3274,-391.05,1,21.46119
8808,1170,31,3.58,665,1,0,2.939,958.6,.91803,3.2,178,6,25,"swim",13161,0,1,0,1,,,,,,14.04494
8901,1170,46,3.45,660,1,0,2.8037,528.8,.91803,3,178,6,25,"swim",13161,1,1,0,1,-.2,15,-.1352999,-429.8,0,14.04494
8808,1140,0,0,216,1,1,2.7855,668.6,.62857,3.07,348,6,32,"swim",13212,0,0,0,1,,,,,,9.195402
8901,1140,14,3.07,216,1,0,2.7526,739,.62857,3.22,348,6,32,"swim",13212,1,0,0,1,.1500001,14,-.0329001,70.40002,0,9.195402
8808,890,70,2.14,520,1,0,2.6986,724.75,.89362,1.38,275,2,27,"football",13235,0,0,1,0,,,,,,9.818182
8901,890,83,2.02,520,0,0,3.0466,420.6,.89362,2.33,275,2,27,"football",13235,1,0,1,0,.9499999,13,.348,-304.15,-1,9.818182
8808,1010,0,0,353,0,1,2.9023,1141,.77193,2.07,239,6,43,"tennis",13269,0,0,0,1,,,,,,17.99163
8901,1010,12,1.91,353,1,0,2.6988,1223.6,.77193,2.21,239,6,43,"tennis",13269,1,0,0,1,.1400001,12,-.2034998,82.59998,1,17.99163
8808,910,0,0,601,1,1,2.3858,1509.2,.68519,2.76,348,6,177,"swim",13412,0,0,0,1,,,,,,50.86207
8901,910,15,2.86,960,1,0,2.5866,1487.2,.68519,2.77,348,6,177,"swim",13412,1,0,0,1,.01,15,.2008002,-22,0,50.86207
8808,960,84,2.65,517,1,0,2.5421,538.75,.65517,2.42,328,6,94,"swim",13420,0,0,0,1,,,,,,28.65854
8901,960,96,2.62,517,1,0,2.5915,322,.65517,2.5,328,6,94,"swim",13420,1,0,0,1,.0799999,12,.0494001,-216.75,0,28.65854
8808,880,65,2.29,865,1,0,2.8993,411.2,.95556,2.75,161,6,35,"swim",13469,0,1,0,1,,,,,,21.73913
8901,880,81,2.38,865,1,0,2.8075,111.75,.95556,2.53,161,6,35,"swim",13469,1,1,0,1,-.22,16,-.0918002,-299.45,0,21.73913
8808,820,96,3.16,665,1,0,3.0311,120.57,1.10256,2.89,94,6,43,"wrestlin",13505,0,0,0,1,,,,,,45.74468
8901,820,113,3.12,665,0,0,3.1558,36.83,1.10256,3.5,94,6,43,"wrestlin",13505,1,0,0,1,.6099999,17,.1247001,-83.74,-1,45.74468
8808,800,33,2.72,710,1,0,2.7749,390.6,.90476,2.75,148,6,26,"bball",13535,0,1,0,1,,,,,,17.56757
8901,800,49,2.73,710,1,0,2.5184,395.4,.90476,2.76,148,6,26,"bball",13535,1,1,0,1,.01,16,-.2565,4.799988,0,17.56757
8808,940,33,1.9,402,1,0,2.6612,874.5,.91837,2.42,179,6,49,"wrestlin",13647,0,0,0,1,,,,,,27.3743
8901,940,45,2.04,402,0,0,2.8981,508,.91837,2.43,179,6,49,"wrestlin",13647,1,0,0,1,.01,12,.2368999,-366.5,-1,27.3743
8808,740,27,2.07,531,1,0,2.7153,878,1.11429,1.46,770,6,90,"wrestlin",13653,0,0,0,1,,,,,,11.68831
8901,740,40,1.87,531,0,0,3.0081,631.17,1.11429,1.75,770,6,90,"wrestlin",13653,1,0,0,1,.29,13,.2927999,-246.83,-1,11.68831
8808,720,0,0,538,1,1,2.7803,745.33,.71429,.77,850,6,290,"wrestlin",13656,0,0,0,1,,,,,,34.11765
8901,720,12,1,538,0,0,2.4551,608,.71429,1.29,850,6,290,"wrestlin",13656,1,0,0,1,.52,12,-.3251998,-137.33,-1,34.11765
8808,800,58,1.67,531,1,0,2.8224,676.75,1.05128,2.5,302,3,106,"wrestlin",13693,0,0,0,0,,,,,,35.09934
8901,800,70,1.81,531,0,0,2.7638,1023.75,1.05128,1.4,302,3,106,"wrestlin",13693,1,0,0,0,-1.1,12,-.0586002,347,-1,35.09934
8808,670,106,2.02,375,1,0,2.7122,162.75,.91429,2,315,2,231,"football",13734,0,0,1,0,,,,,,73.33334
8901,670,118,2.02,375,0,0,3.2982,538.25,.91429,1.9,315,2,231,"football",13734,1,0,1,0,-.1,12,.586,375.5,-1,73.33334
8808,1020,34,3.32,665,1,0,2.6055,340.17,1.08163,3.76,468,6,75,"swim",13808,0,1,0,1,,,,,,16.02564
8901,1020,51,3.47,665,1,0,2.7733,461.8,1.08163,3.07,468,6,75,"swim",13808,1,1,0,1,-.6900001,17,.1677999,121.63,0,16.02564
8808,1100,0,0,505,0,1,2.4383,1395.5,.77419,3.33,294,6,61,"tennis",13847,0,1,0,1,,,,,,20.7483
8901,1100,16,3.25,505,1,0,2.7176,1212.86,.77419,3,294,6,61,"tennis",13847,1,1,0,1,-.3299999,16,.2793002,-182.64,1,20.7483
8808,1040,58,2.7,455,1,0,2.8762,166,.7931,1.73,292,6,85,"track",13859,0,0,0,1,,,,,,29.10959
8901,1040,73,2.5,455,1,0,2.7486,257.29,.7931,2.39,292,6,85,"track",13859,1,0,0,1,.6600001,15,-.1276,91.29001,0,29.10959
8808,980,95,2.85,531,1,0,2.7334,301.67,.68966,3.33,428,6,23,"swim",13948,0,1,0,1,,,,,,5.373832
8901,980,113,2.92,531,1,0,2.9756,197.2,.68966,3.6,428,6,23,"swim",13948,1,1,0,1,.27,18,.2421999,-104.47,0,5.373832
8808,840,29,3.13,960,1,0,2.8072,958.6,.86667,3.4,177,6,49,"vball",13962,0,1,0,1,,,,,,27.68362
8901,840,44,3.22,960,0,0,2.9393,493.75,.86667,3.38,177,6,49,"vball",13962,1,1,0,1,-.02,15,.1321001,-464.85,-1,27.68362
8808,790,20,2.75,538,1,0,2.8942,1025.83,.88095,2.44,676,6,477,"football",13987,0,0,0,1,,,,,,70.56213
8901,790,36,2.61,538,0,0,2.7557,1025.67,.88095,2.21,676,6,477,"football",13987,1,0,0,1,-.23,16,-.1385,-.1599121,-1,70.56213
8808,1030,80,1.97,851,1,0,2.4245,265.4,.68852,2.18,384,6,129,"football",14052,0,0,0,1,,,,,,33.59375
8901,1030,97,2.01,851,0,0,2.5211,146.6,.68852,2.4,384,6,129,"football",14052,1,0,0,1,.22,17,.0966001,-118.8,-1,33.59375
8808,1020,0,0,531,1,1,2.59,1358.86,.7,1.83,10,6,10,"swim",14117,0,0,0,1,,,,,,100
8901,1020,17,1.76,531,1,0,2.7941,1549.6,.7,2.46,10,6,10,"swim",14117,1,0,0,1,.63,17,.2041001,190.74,0,100
8808,1010,53,2.11,310,1,0,3.493,323.5,.74138,3,243,6,70,"wrestlin",14157,0,0,0,1,,,,,,28.80659
8901,1010,65,2.27,310,0,0,3.1647,244.4,.74138,2.8,243,6,70,"wrestlin",14157,1,0,0,1,-.2,12,-.3283,-79.10001,-1,28.80659
8808,880,59,2.38,675,1,0,2.9535,510.5,.95556,3,370,6,165,"soccer",14279,0,0,0,1,,,,,,44.59459
8901,880,71,2.49,675,0,0,2.7901,292.17,.95556,2,370,6,165,"soccer",14279,1,0,0,1,-1,12,-.1633999,-218.33,-1,44.59459
8808,870,96,2.7,960,1,0,3.027,193.29,.8125,3.05,660,6,282,"swim",14435,0,1,0,1,,,,,,42.72727
8901,870,115,2.76,960,1,0,3.1001,61.67,.8125,3,660,6,282,"swim",14435,1,1,0,1,-.05,19,.0731001,-131.62,0,42.72727
8808,1110,28,3.21,816,1,0,2.3162,1264.5,.73438,2.46,609,6,17,"wrestlin",14452,0,0,0,1,,,,,,2.791461
8901,1110,41,2.97,851,0,0,2.6975,472.67,.73438,3,609,6,17,"wrestlin",14452,1,0,0,1,.54,13,.3813,-791.83,-1,2.791461
8808,990,0,0,359,0,1,2.7224,814,.83333,2.81,178,6,28,"tennis",14486,0,1,0,1,,,,,,15.73034
8901,990,14,2.78,359,1,0,2.6578,812.8,.83333,3,178,6,28,"tennis",14486,1,1,0,1,.1900001,14,-.0646,-1.200012,1,15.73034
8808,800,0,0,310,0,1,2.852,932.86,.86047,2.13,552,6,146,"baseball",14603,0,0,0,1,,,,,,26.44928
8901,800,15,2.06,310,1,0,2.9316,895.5,.86047,1.73,552,6,146,"baseball",14603,1,0,0,1,-.4000001,15,.0796001,-37.35999,1,26.44928
8808,1010,25,2.32,886,0,0,2.6561,1262.5,.77193,2.43,771,6,129,"baseball",14627,0,0,0,1,,,,,,16.73152
8901,1010,39,2.35,886,1,0,2.8563,289.6,.77193,1.87,771,6,129,"baseball",14627,1,0,0,1,-.5600001,14,.2002001,-972.9,1,16.73152
8808,1070,38,1.92,402,1,0,2.6785,1291.4,.55072,3,196,6,54,"swim",14655,0,0,0,1,,,,,,27.55102
8901,1070,51,2.19,520,1,0,2.6483,1007.2,.55072,3,196,6,54,"swim",14655,1,0,0,1,0,13,-.0302,-284.2,0,27.55102
8808,1000,0,0,517,1,1,2.6487,1098.33,.88679,2.43,20,6,11,"football",14856,0,0,0,1,,,,,,55
8901,1000,14,2.42,517,0,0,2.5308,1153.2,.88679,2,20,6,11,"football",14856,1,0,0,1,-.4300001,14,-.1178999,54.87,-1,55
8808,560,105,2.05,317,1,0,2.9069,655,.86667,2.25,290,2,150,"football",14940,0,0,1,0,,,,,,51.72414
8901,560,117,2.07,317,0,0,2.518,486,.86667,2.2,290,2,150,"football",14940,1,0,1,0,-.05,12,-.3889,-169,-1,51.72414
8808,790,5,2.8,565,1,0,3.0759,850.8,.88095,1.75,235,2,90,"football",15028,0,0,1,0,,,,,,38.29787
8901,790,17,2.05,565,0,0,2.4316,882.25,.88095,1.13,235,2,90,"football",15028,1,0,1,0,-.62,12,-.6443,31.45001,-1,38.29787
8808,740,82,2.02,960,1,0,2.9644,60.6,.6087,1.6,280,8,149,"football",15616,0,0,0,0,,,,,,53.21429
8901,740,97,1.95,960,0,0,3.0244,82,.6087,1.6,280,8,149,"football",15616,1,0,0,0,0,15,.0599999,21.4,-1,53.21429
8808,970,29,2.75,517,0,0,2.8681,1043,.7963,2.38,657,6,141,"tennis",15861,0,0,0,1,,,,,,21.46119
8901,970,45,2.62,517,1,0,2.7293,1144,.7963,1.93,657,6,141,"tennis",15861,1,0,0,1,-.4500002,16,-.1387999,101,1,21.46119
8808,780,56,2.37,538,1,0,2.9391,408,.81395,2.4,274,6,118,"football",15976,0,0,0,1,,,,,,43.06569
8901,780,71,2.38,538,0,0,2.7403,513.4,.81395,1.6,274,6,118,"football",15976,1,0,0,1,-.8000001,15,-.1988001,105.4,-1,43.06569
8808,840,29,2.31,531,1,0,2.7191,1053.2,1.21053,2.2,212,6,75,"football",16060,0,0,0,1,,,,,,35.37736
8901,840,44,2.27,531,0,0,2.7316,711.2,1.21053,2,212,6,75,"football",16060,1,0,0,1,-.2,15,.0125,-341.9999,-1,35.37736
8808,830,106,2.01,531,1,0,2.5188,561.75,.69388,.75,77,6,12,"football",16489,0,0,0,1,,,,,,15.58442
8901,830,118,1.88,531,0,0,2.9871,299.2,.69388,2.4,77,6,12,"football",16489,1,0,0,1,1.65,12,.4682999,-262.55,-1,15.58442
8808,870,72,2.34,353,1,0,2.8827,257.14,.93333,2.43,118,6,17,"bball",16568,0,1,0,1,,,,,,14.40678
8901,870,93,2.36,353,1,0,2.7995,164.33,.93333,2.67,118,6,17,"bball",16568,1,1,0,1,.24,21,-.0832,-92.81001,0,14.40678
8808,640,37,1.97,317,1,0,2.6109,1261.25,.6,2,157,2,68,"football",16757,0,0,1,0,,,,,,43.3121
8901,640,49,1.97,317,0,0,3.0226,598.83,.6,1.87,157,2,68,"football",16757,1,0,1,0,-.13,12,.4117,-662.42,-1,43.3121
8808,1000,63,3.25,445,1,0,2.6978,515.4,.63934,2.6,220,2,15,"football",16915,0,0,1,0,,,,,,6.818182
8901,1000,78,3.16,445,0,0,2.8088,178.17,.63934,2.87,220,2,15,"football",16915,1,0,1,0,.27,15,.1110001,-337.23,-1,6.818182
8808,610,29,2.2,317,1,0,2.9815,1172.5,.84848,2,97,2,61,"football",17394,0,0,1,0,,,,,,62.8866
8901,610,41,2.14,317,0,0,2.9151,646.8,.84848,1.25,97,2,61,"football",17394,1,0,1,0,-.75,12,-.0663998,-525.7,-1,62.8866
8808,760,0,0,660,1,1,3.0017,1040.67,.9,2.07,295,6,140,"football",17865,0,0,0,1,,,,,,47.45763
8901,760,12,2.08,660,0,0,2.8004,1176.6,.9,2.46,295,6,140,"football",17865,1,0,0,1,.3900001,12,-.2012999,135.9299,-1,47.45763
8808,1040,50,2.16,960,1,0,2.9464,720.25,1.03922,3.25,268,6,73,"swim",17992,0,1,0,1,,,,,,27.23881
8901,1040,62,2.37,960,1,0,2.7604,505.5,1.03922,2.46,268,6,73,"swim",17992,1,1,0,1,-.79,12,-.1859999,-214.75,0,27.23881
8808,1050,0,0,531,0,1,2.4896,1576.67,.84211,3.33,316,2,18,"baseball",18005,0,0,1,0,,,,,,5.696203
8901,1050,16,3.37,531,1,0,2.7617,1438.33,.84211,3.38,316,2,18,"baseball",18005,1,0,1,0,.0500002,16,.2721,-138.3401,1,5.696203
8808,740,93,2.13,635,1,0,2.707,252.6,.80488,2,203,6,72,"soccer",18471,0,0,0,1,,,,,,35.46798
8901,740,108,2.12,635,0,0,2.7267,217.4,.80488,1.71,203,6,72,"soccer",18471,1,0,0,1,-.29,15,.0197001,-35.20001,-1,35.46798
8808,810,0,0,517,1,1,2.4048,1085.67,.7234,2.33,211,6,69,"wrestlin",18704,0,0,0,1,,,,,,32.70142
8901,810,16,2.37,517,0,0,2.7483,1438.67,.7234,2.06,211,6,69,"wrestlin",18704,1,0,0,1,-.27,16,.3435001,353,-1,32.70142
8808,850,85,1.98,532,1,0,2.9928,956.25,1.23684,3,203,2,112,"track",18842,0,0,1,0,,,,,,55.17241
8901,850,97,2.11,532,1,0,2.7818,419,1.23684,3,203,2,112,"track",18842,1,0,1,0,0,12,-.211,-537.25,0,55.17241
8808,920,0,0,118,1,1,3.0072,900.17,1.42105,2.64,168,6,75,"football",19116,0,0,0,1,,,,,,44.64286
8901,920,12,2.58,118,0,0,2.8252,1045.29,1.42105,1.59,168,6,75,"football",19116,1,0,0,1,-1.05,12,-.1819999,145.1201,-1,44.64286
8808,970,64,2.76,350,1,0,2.9496,234.6,.90196,2.8,125,6,13,"football",19133,0,0,0,1,,,,,,10.4
8901,970,79,2.77,350,0,0,3.2273,222.14,.90196,3.16,125,6,13,"football",19133,1,0,0,1,.3600001,15,.2776999,-12.46001,-1,10.4
8808,1070,65,3.32,811,1,0,2.8587,124.57,.87719,3.44,158,6,28,"swim",19518,0,1,0,1,,,,,,17.72152
8901,1070,81,3.34,811,1,0,2.453,110.6,.87719,3.44,158,6,28,"swim",19518,1,1,0,1,0,16,-.4057,-13.97,0,17.72152
8808,590,76,1.69,960,1,0,2.8413,883.25,.78788,.5,202,2,109,"football",20539,0,0,1,0,,,,,,53.9604
8901,590,88,1.53,960,0,0,2.9688,468.5,.78788,1.25,202,2,109,"football",20539,1,0,1,0,.75,12,.1275001,-414.75,-1,53.9604
8808,700,5,3.4,319,1,0,3.4261,735.5,.89189,3.25,133,6,54,"track",20586,0,1,0,1,,,,,,40.60151
8901,700,13,3.3,895,1,0,2.9402,600,.89189,2.29,133,6,54,"track",20586,1,1,0,1,-.96,8,-.4858999,-135.5,0,40.60151
8808,930,1,4,510,1,0,2.784,1157.43,.97872,2.74,229,2,38,"football",20825,0,0,1,0,,,,,,16.59389
8901,930,18,2.66,531,0,0,2.6668,1419.8,.97872,2.46,229,2,38,"football",20825,1,0,1,0,-.28,17,-.1171999,262.37,-1,16.59389
8808,830,29,2.24,520,1,0,2.6048,1155,.93023,2.07,10,2,2,"track",20920,0,0,1,0,,,,,,20
8901,830,43,2.18,520,1,0,2.4387,910.4,.93023,1.8,10,2,2,"track",20920,1,0,1,0,-.27,14,-.1661,-244.6,0,20
8808,1220,0,0,402,1,1,2.4522,1289.25,.74286,4,465,2,8,"track",21478,0,0,1,0,,,,,,1.72043
8901,1220,13,4,402,1,0,2.5131,971,.74286,4,465,2,8,"track",21478,1,0,1,0,0,13,.0609,-318.25,0,1.72043
8808,800,1,4,675,1,0,2.9303,1046.86,1.10526,1.35,465,6,274,"football",21732,0,0,0,1,,,,,,58.92473
8901,800,16,1.56,675,0,0,2.671,1075.75,1.10526,1.54,465,6,274,"football",21732,1,0,0,1,.1899999,15,-.2593,28.89001,-1,58.92473
8808,980,28,2.1,531,0,0,2.5313,1408.75,.78182,2,240,6,120,"baseball",21854,0,0,0,1,,,,,,50
8901,980,40,2.07,531,1,0,2.5638,1319.5,.78182,1.75,240,6,120,"baseball",21854,1,0,0,1,-.25,12,.0325,-89.25,1,50
8808,770,0,0,531,1,1,2.7419,776,.71111,1.32,386,2,223,"football",22711,0,0,1,0,,,,,,57.77202
8901,770,17,1.35,531,0,0,2.5535,1051.8,.71111,.77,386,2,223,"football",22711,1,0,1,0,-.5500001,17,-.1884,275.8,-1,57.77202
8808,890,0,0,517,1,1,2.9941,1166.17,1.02273,2.64,69,6,63,"football",22922,0,0,0,1,,,,,,91.30434
8901,890,12,2.75,517,0,0,2.51,1321.33,1.02273,1,69,6,63,"football",22922,1,0,0,1,-1.64,12,-.4841001,155.1599,-1,91.30434
8808,990,0,0,402,1,1,2.5442,1707.5,.98,2.14,204,2,31,"track",23305,0,1,1,0,,,,,,15.19608
8901,990,14,2.14,402,1,0,2.5529,1292,.98,1.67,204,2,31,"track",23305,1,1,1,0,-.4700001,14,.0087001,-415.5,0,15.19608
8808,830,25,2.08,531,1,0,2.8053,983.83,.80435,1.94,245,6,73,"track",24147,0,0,0,1,,,,,,29.79592
8901,830,41,2.02,531,1,0,2.8667,754,.80435,2.36,245,6,73,"track",24147,1,0,0,1,.4199998,16,.0613999,-229.83,0,29.79592
8808,980,0,0,402,1,1,2.5447,1224.25,1,2.31,238,6,80,"football",24581,0,0,0,1,,,,,,33.61345
8901,980,16,1.87,402,0,0,2.3372,1388,1,1.64,238,6,80,"football",24581,1,0,0,1,-.67,16,-.2075,163.75,-1,33.61345
8808,950,90,2.46,314,0,0,2.8499,264.25,.69643,3,148,6,18,"golf",24604,0,0,0,1,,,,,,12.16216
8901,950,103,2.53,314,1,0,3.3301,125.33,.69643,3.65,148,6,18,"golf",24604,1,0,0,1,.6500001,13,.4802001,-138.92,1,12.16216
8808,980,0,0,402,1,1,2.5787,1607.75,.88462,2.77,238,6,46,"football",24711,0,0,0,1,,,,,,19.32773
8901,980,13,2.76,402,0,0,2.502,1280.6,.88462,2.53,238,6,46,"football",24711,1,0,0,1,-.24,13,-.0767,-327.15,-1,19.32773
8808,640,83,2.02,317,1,0,2.6861,400.25,.82857,1.25,534,2,165,"football",24894,0,0,1,0,,,,,,30.89888
8901,640,95,1.92,317,0,0,2.4592,184.6,.82857,1.6,534,2,165,"football",24894,1,0,1,0,.35,12,-.2269001,-215.65,-1,30.89888
8808,1130,40,2.9,445,1,0,2.3606,507.25,.68657,2.54,396,6,7,"football",25178,0,0,0,1,,,,,,1.767677
8901,1130,53,2.81,445,0,0,2.909,589.4,.68657,3.57,396,6,7,"football",25178,1,0,0,1,1.03,13,.5483999,82.15002,-1,1.767677
8808,1170,43,2.51,660,1,0,2.9971,438.17,1.05263,2.88,230,6,13,"football",25950,0,0,0,1,,,,,,5.652174
8901,1170,59,2.61,660,0,0,2.9567,85.6,1.05263,3.4,230,6,13,"football",25950,1,0,0,1,.52,16,-.0404,-352.57,-1,5.652174
8808,700,2,4,510,1,0,2.7803,745.33,.75,.69,191,2,124,"bball",26362,0,0,1,0,,,,,,64.92146
8901,700,14,1.28,510,1,0,2.9022,813.6,.75,.77,191,2,124,"bball",26362,1,0,1,0,.08,12,.1219001,68.26996,0,64.92146
8808,790,42,1.85,531,1,0,2.7003,1567.8,.92683,1.6,125,2,34,"football",26671,0,0,1,0,,,,,,27.2
8901,790,55,1.78,531,0,0,2.9911,775.67,.92683,1.86,125,2,34,"football",26671,1,0,1,0,.26,13,.2908001,-792.1301,-1,27.2
8808,1020,0,0,531,0,1,2.3428,1473.75,.78947,1.21,574,6,81,"golf",27328,0,0,0,1,,,,,,14.1115
8901,1020,12,1.25,531,1,0,2.7559,1334.75,.78947,2.25,574,6,81,"golf",27328,1,0,0,1,1.04,12,.4131,-139,1,14.1115
8808,980,25,2.6,517,0,0,2.9405,746,.84906,2.85,665,6,33,"tennis",27338,0,0,0,1,,,,,,4.962406
8901,980,38,2.68,517,1,0,2.6612,670.6,.84906,2.6,665,6,33,"tennis",27338,1,0,0,1,-.25,13,-.2793,-75.40002,1,4.962406
8808,1080,91,2.29,420,0,0,2.8116,280,.56522,2.93,539,6,152,"golf",27561,0,0,0,1,,,,,,28.20037
8901,1080,110,2.37,420,1,0,3.1309,114.17,.56522,2.6,539,6,152,"golf",27561,1,0,0,1,-.3300002,19,.3192999,-165.83,1,28.20037
8808,820,0,0,538,1,1,2.3746,1395.8,.90698,2.24,526,2,160,"track",27633,0,1,1,0,,,,,,30.41825
8901,820,15,2.13,538,1,0,2.7751,1310.8,.90698,2.4,526,2,160,"track",27633,1,1,1,0,.1600001,15,.4005001,-85,0,30.41825
8808,1140,91,3.32,425,0,0,2.7002,108.5,.75385,3,160,6,6,"golf",28501,0,0,0,1,,,,,,3.75
8901,1140,106,3.28,425,1,0,2.9546,47.6,.75385,2.15,160,6,6,"golf",28501,1,0,0,1,-.8499999,15,.2544,-60.9,1,3.75
8808,960,0,0,517,0,1,2.679,1353.8,1.13333,3,201,6,19,"baseball",28938,0,0,0,1,,,,,,9.452736
8901,960,11,2.9,517,1,0,2.6107,1424.4,1.13333,2.31,201,6,19,"baseball",28938,1,0,0,1,-.6900001,11,-.0683,70.59998,1,9.452736
8808,700,1,4,538,1,0,2.7419,776,.66667,2.16,201,6,103,"football",28956,0,0,0,1,,,,,,51.24378
8901,700,18,2.38,538,0,0,2.5791,1368,.66667,1.94,201,6,103,"football",28956,1,0,0,1,-.22,17,-.1628001,592,-1,51.24378
8808,630,80,1.8,317,1,0,3.0122,564.4,1.03226,1.71,163,2,89,"football",29151,0,0,1,0,,,,,,54.60123
8901,630,92,1.8,317,0,0,2.7766,248.5,1.03226,0,163,2,89,"football",29151,1,0,1,0,-1.71,12,-.2356002,-315.9,-1,54.60123
8808,640,33,1.75,960,1,0,2.9143,977.4,1.13333,2.2,353,2,230,"football",29256,0,0,1,0,,,,,,65.15581
8901,640,48,1.89,960,0,0,2.9519,597,1.13333,2,353,2,230,"football",29256,1,0,1,0,-.2,15,.0376,-380.4,-1,65.15581
8808,1020,29,2.55,531,0,0,2.837,960.2,.82143,2.31,345,6,46,"baseball",29394,0,0,0,1,,,,,,13.33333
8901,1020,42,2.47,531,1,0,2.7319,1076.83,.82143,1.75,345,6,46,"baseball",29394,1,0,0,1,-.5599999,13,-.1050999,116.6299,1,13.33333
8808,1030,62,2.43,820,1,0,2.935,359,.87273,3.23,176,6,27,"football",29591,0,0,0,1,,,,,,15.34091
8901,1030,75,2.57,820,0,0,3.0346,251,.87273,3,176,6,27,"football",29591,1,0,0,1,-.23,13,.0996001,-108,-1,15.34091
8808,920,101,3.33,368,1,0,2.8084,145.5,.95745,3.33,575,6,155,"track",29965,0,1,0,1,,,,,,26.95652
8901,920,119,3.33,368,1,0,3.7293,68,.95745,4,575,6,155,"track",29965,1,1,0,1,.6700001,18,.9209001,-77.5,0,26.95652
8808,990,0,0,538,1,1,2.4896,1576.67,.83333,3,715,6,23,"bball",30016,0,1,0,1,,,,,,3.216783
8901,990,16,2.87,538,1,0,2.7063,1173.5,.83333,3.63,715,6,23,"bball",30016,1,1,0,1,.6300001,16,.2167001,-403.17,0,3.216783
8808,920,7,1.71,565,1,0,2.8619,942.25,.87755,2.8,715,6,529,"track",30121,0,0,0,1,,,,,,73.98602
8901,920,17,2.35,565,1,0,2.6668,900,.87755,0,715,6,529,"track",30121,1,0,0,1,-2.8,10,-.1951001,-42.25,0,73.98602
8808,840,0,0,665,1,1,2.6876,1031.2,.82609,1.18,715,2,511,"wrestlin",30271,0,0,1,0,,,,,,71.46853
8901,840,11,1.18,665,0,0,2.6194,999.5,.82609,1.23,715,2,511,"wrestlin",30271,1,0,1,0,.0500001,11,-.0681999,-31.69995,-1,71.46853
8808,990,0,0,531,1,1,2.5301,1312.25,.86792,2.25,715,6,279,"wrestlin",30568,0,0,0,1,,,,,,39.02098
8901,990,10,2.1,531,0,0,2.5652,1759.33,.86792,2.33,715,6,279,"wrestlin",30568,1,0,0,1,.0799999,10,.0351,447.08,-1,39.02098
8808,950,1,4,517,1,0,3.0395,1268.67,.82692,2,715,6,346,"football",30575,0,0,0,1,,,,,,48.39161
