respond,gift,resplast,weekslast,propresp,mailsyear,giftlast,avggift,lgift,lavggift
1,10,1,13.14286,.7,2.5,5,7.833333,2.302585,2.058388
1,25,0,120.1429,.3,2.5,10,12.33333,3.218876,2.512305
1,5,1,13.14286,1,2.5,5,5,1.609438,1.609438
0,0,0,26.14286,.7,2.5,10,9.25,,2.224623
0,0,0,51.28571,.3,2.5,25,21.66667,,3.075775
1,10,0,39.28571,.5,2.5,10,11,2.302585,2.397895
0,0,1,13.14286,.5,2.5,25,13,,2.564949
1,15,0,51.28571,.4,2.5,15,12.5,2.70805,2.525729
0,0,0,65.42857,.2,2.5,50,30,,3.401197
0,0,0,26.14286,.6,2.5,10,9,,2.197225
0,0,0,26.14286,.6,2.5,10,10,,2.302585
0,0,0,39.28571,.6,2.5,10,10,,2.302585
0,0,0,51.28571,.6,2.5,10,10,,2.302585
0,0,0,90,.181818,2.75,10,30,,3.401197
0,0,0,51.28571,.3,2.5,25,20,,2.995732
0,0,0,51.28571,.6,2.5,10,10,,2.302585
1,10,1,13.14286,.4,2.5,10,10,2.302585,2.302585
0,0,0,51.28571,.5,2.5,10,10,,2.302585
0,0,1,13.14286,.5,2.5,10,10,,2.302585
0,0,0,77.14286,.545455,2.75,10,8.333333,,2.120264
0,0,0,51.28571,.2,2.5,25,25,,3.218876
0,0,0,51.28571,.4,2.5,10,11.25,,2.420368
1,20,0,51.28571,.2,2.5,20,17.5,2.995732,2.862201
0,0,0,26.14286,.5,2.5,10,11,,2.397895
1,10,1,13.14286,.7,2.5,5,4.75,2.302585,1.558145
0,0,1,13.14286,.7,2.5,7,7.5,,2.014903
1,5,0,26.14286,.9,2.5,5,4.666667,1.609438,1.540445
1,5,1,13.14286,1,2.5,5,5.5,1.609438,1.704748
0,0,0,51.28571,.454545,2.75,10,10,,2.302585
0,0,1,13.14286,.6,2.5,10,9.166667,,2.215574
1,10,0,51.28571,.4,2.5,10,10,2.302585,2.302585
0,0,0,77.14286,.454545,2.75,10,10,,2.302585
1,15,0,168.4286,.3,2.5,10,11.66667,2.70805,2.456736
1,10,0,120.1429,.363636,2.75,10,10,2.302585,2.302585
0,0,0,26.14286,.454545,2.75,10,10,,2.302585
0,0,1,13.14286,.545455,2.75,10,9.166667,,2.215574
1,5,1,13.14286,.909091,2.75,5,5,1.609438,1.609438
0,0,0,26.14286,.3,2.5,12,15.66667,,2.751535
1,5,1,13.14286,.909091,2.75,5,5,1.609438,1.609438
0,0,0,26.14286,.6,2.5,10,9.166667,,2.215574
0,0,0,120.1429,.2,2.5,25,25,,3.218876
1,5,1,13.14286,.909091,2.75,5,5.333333,1.609438,1.673976
1,5,0,39.28571,.8,2.5,5,5.666667,1.609438,1.734601
1,10,0,65.42857,.3,2.5,10,11.66667,2.302585,2.456736
0,0,0,51.28571,.4,2.5,10,13.75,,2.621039
1,10,0,65.42857,.3,2.5,25,15,2.302585,2.70805
0,0,0,120.1429,.4,2.5,25,13.75,,2.621039
1,10,0,120.1429,.181818,2.75,20,22.5,2.302585,3.113515
1,5,0,51.28571,.4,2.5,10,10,1.609438,2.302585
0,0,0,26.14286,.4,2.5,10,13.75,,2.621039
1,20,0,26.14286,.3,2.5,10,11.66667,2.995732,2.456736
1,5,1,13.14286,.909091,2.75,5,5,1.609438,1.609438
1,5,1,13.14286,.909091,2.75,5,5,1.609438,1.609438
1,10,0,51.28571,.545455,2.75,10,7.5,2.302585,2.014903
1,10,1,13.14286,.5,2.5,10,10,2.302585,2.302585
1,10,0,26.14286,.727273,2.75,10,10,2.302585,2.302585
0,0,1,13.14286,.818182,2.75,10,10.5,,2.351375
1,15,0,51.28571,.5,2.5,15,15,2.70805,2.70805
0,0,0,51.28571,.727273,2.75,10,9.375004,,2.238047
0,0,0,103.8571,.272727,2.75,25,25,,3.218876
0,0,0,26.14286,.636364,2.75,10,9.25,,2.224623
0,0,0,103.8571,.272727,2.75,25,25,,3.218876
0,0,0,103.8571,.272727,2.75,25,25,,3.218876
0,0,0,120.1429,.272727,2.75,25,25,,3.218876
0,0,1,13.14286,.363636,2.75,15,18.75,,2.931194
0,0,0,65.42857,.272727,2.75,25,25,,3.218876
0,0,0,51.28571,.636364,2.75,10,10,,2.302585
0,0,0,103.8571,.25,3,25,25,,3.218876
1,10,0,39.28571,.545455,2.75,10,10,2.302585,2.302585
0,0,0,77.14286,.272727,2.75,25,25,,3.218876
1,15,1,13.14286,.363636,2.75,15,15,2.70805,2.70805
0,0,0,65.42857,.272727,2.75,25,25,,3.218876
1,25,1,13.14286,.363636,2.75,15,11.75,3.218876,2.463853
0,0,0,26.14286,.636364,2.75,10,10,,2.302585
0,0,1,13.14286,.545455,2.75,10,12.5,,2.525729
0,0,0,129.1429,.181818,2.75,50,37.5,,3.624341
0,0,0,51.28571,.272727,2.75,25,28.33333,,3.344039
0,0,1,13.14286,.727273,2.75,10,10,,2.302585
0,0,0,51.28571,.727273,2.75,10,10,,2.302585
1,10,1,13.14286,.545455,2.75,10,10,2.302585,2.302585
0,0,0,90,.454545,2.75,25,17,,2.833213
1,10,0,51.28571,.636364,2.75,10,9.25,2.302585,2.224623
1,15,0,51.28571,.545455,2.75,10,10,2.70805,2.302585
1,25,0,51.28571,.363636,2.75,15,15,3.218876,2.70805
0,0,0,26.14286,.727273,2.75,10,10,,2.302585
0,0,0,26.14286,.727273,2.75,10,10,,2.302585
0,0,0,65.42857,.272727,2.75,30,26.66667,,3.283414
0,0,0,26.14286,.636364,2.75,10,10,,2.302585
1,10,0,51.28571,.636364,2.75,10,10,2.302585,2.302585
1,10,0,51.28571,.636364,2.75,10,10,2.302585,2.302585
1,10,0,26.14286,.545455,2.75,10,10,2.302585,2.302585
1,20,1,13.14286,.454545,2.75,10,12,2.995732,2.484907
1,10,0,26.14286,.636364,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.636364,2.75,5,8.5,2.302585,2.140066
0,0,1,13.14286,.727273,2.75,5,8.75,,2.169054
1,10,0,51.28571,.454545,2.75,10,10,2.302585,2.302585
0,0,0,51.28571,.272727,2.75,25,21.66667,,3.075775
1,5,1,13.14286,1,2.75,5,5,1.609438,1.609438
0,0,1,13.14286,1,2.75,5,5.909091,,1.776492
0,0,0,51.28571,.454545,2.75,10,13,,2.564949
1,5,0,26.14286,.909091,2.75,5,5.5,1.609438,1.704748
0,0,0,65.42857,.363636,2.75,15,16.25,,2.788093
1,5,1,13.14286,1,2.75,5,5,1.609438,1.609438
1,10,0,26.14286,.545455,2.75,10,9.166667,2.302585,2.215574
1,25,0,51.28571,.363636,2.75,15,15,3.218876,2.70805
0,0,1,13.14286,.727273,2.75,10,8,,2.079442
0,0,0,65.42857,.636364,2.75,10,9.25,,2.224623
0,0,0,51.28571,.5,3,10,10,,2.302585
0,0,0,65.42857,.272727,2.75,25,20,,2.995732
1,10,1,13.14286,.727273,2.75,5,5.666667,2.302585,1.734601
1,15,0,51.28571,.272727,2.75,15,15,2.70805,2.70805
0,0,0,103.8571,.454545,2.75,20,12,,2.484907
0,0,0,120.1429,.25,3,25,21.66667,,3.075775
1,5,1,13.14286,.909091,2.75,5,5.5,1.609438,1.704748
0,0,1,13.14286,.636364,2.75,10,10,,2.302585
0,0,0,26.14286,.636364,2.75,10,10,,2.302585
0,0,0,77.14286,.583333,3,10,10,,2.302585
0,0,0,120.1429,.363636,2.75,25,21.25,,3.056357
0,0,0,77.14286,.454545,2.75,10,14,,2.639057
1,10,0,26.14286,.818182,2.75,5,5.5,2.302585,1.704748
0,0,1,13.14286,.636364,2.75,10,10,,2.302585
0,0,0,65.42857,.363636,2.75,20,17.5,,2.862201
0,0,0,26.14286,.636364,2.75,10,10,,2.302585
1,10,1,13.14286,.818182,2.75,5,6.666667,2.302585,1.89712
0,0,0,51.28571,.363636,2.75,10,17.5,,2.862201
1,5,1,13.14286,.818182,2.75,5,6.111111,1.609438,1.810109
0,0,1,13.14286,.916667,3,5,6.363636,,1.8506
0,0,0,39.28571,.636364,2.75,10,10,,2.302585
1,15,0,51.28571,.363636,2.75,15,13.75,2.70805,2.621039
0,0,0,90,.454545,2.75,10,14,,2.639057
1,10,0,26.14286,.454545,2.75,10,12,2.302585,2.484907
1,10,0,26.14286,.727273,2.75,10,7.5,2.302585,2.014903
1,25,0,51.28571,.272727,2.75,20,20,3.218876,2.995732
0,0,0,103.8571,.272727,2.75,10,10,,2.302585
0,0,1,13.14286,.909091,2.75,10,8.5,,2.140066
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
0,0,0,26.14286,.363636,2.75,25,25,,3.218876
0,0,0,26.14286,.818182,2.75,10,10,,2.302585
0,0,0,51.28571,.363636,2.75,25,25,,3.218876
1,10,0,26.14286,.818182,2.75,10,8.333333,2.302585,2.120264
1,15,0,103.8571,.454545,2.75,15,14,2.70805,2.639057
0,0,0,51.28571,.454545,2.75,15,17,,2.833213
1,10,0,26.14286,.727273,2.75,10,10,2.302585,2.302585
1,10,0,26.14286,.818182,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
0,0,1,13.14286,.363636,2.75,25,25,,3.218876
1,10,0,26.14286,.727273,2.75,10,10,2.302585,2.302585
0,0,0,51.28571,.363636,2.75,25,25,,3.218876
0,0,0,103.8571,.363636,2.75,25,25,,3.218876
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
0,0,0,103.8571,.181818,2.75,50,50,,3.912023
0,0,0,103.8571,.272727,2.75,25,33.33333,,3.506558
0,0,0,26.14286,.636364,2.75,10,8.5,,2.140066
0,0,1,13.14286,.916667,3,10,9.5,,2.251292
1,10,1,13.14286,1,2.75,10,7.5,2.302585,2.014903
1,20,0,51.28571,.363636,2.75,20,20,2.995732,2.995732
0,0,0,39.28571,.818182,2.75,10,11.66667,,2.456736
0,0,0,26.14286,.727273,2.75,15,11.25,,2.420368
1,20,0,51.28571,.363636,2.75,20,21.25,2.995732,3.056357
1,25,0,26.14286,.545455,2.75,15,13.33333,3.218876,2.590267
1,10,1,13.14286,.727273,2.75,10,11.83333,2.302585,2.47092
0,0,0,26.14286,.545455,2.75,15,14.16667,,2.650892
0,0,0,26.14286,.545455,2.75,15,15,,2.70805
1,25,0,51.28571,.272727,2.75,25,25,3.218876,3.218876
0,0,0,26.14286,.727273,2.75,10,12.5,,2.525729
0,0,1,13.14286,.818182,2.75,15,11.11111,,2.407946
0,0,1,13.14286,.818182,2.75,10,10,,2.302585
1,10,0,26.14286,.818182,2.75,10,10,2.302585,2.302585
1,20,0,51.28571,.333333,3,20,20,2.995732,2.995732
0,0,1,13.14286,.818182,2.75,10,10,,2.302585
1,10,0,26.14286,.818182,2.75,10,10,2.302585,2.302585
0,0,0,51.28571,.272727,2.75,25,28.33333,,3.344039
0,0,0,51.28571,.363636,2.75,25,22.5,,3.113515
1,7,1,13.14286,.909091,2.75,7,8.199999,1.94591,2.104134
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
1,10,0,65.42857,.636364,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.636364,2.75,10,10,2.302585,2.302585
1,10,0,39.28571,.636364,2.75,10,10,2.302585,2.302585
1,10,0,26.14286,.727273,2.75,10,10,2.302585,2.302585
1,20,0,26.14286,.545455,2.75,10,10,2.995732,2.302585
0,0,1,13.14286,.545455,2.75,10,10,,2.302585
0,0,0,26.14286,.818182,2.75,10,10,,2.302585
0,0,0,103.8571,.454545,2.75,15,18,,2.890372
0,0,1,13.14286,.454545,2.75,20,17.4,,2.85647
0,0,0,26.14286,.545455,2.75,10,12.5,,2.525729
0,0,1,13.14286,.636364,2.75,15,12.16667,,2.4987
1,20,0,143,.272727,2.75,25,21.66667,2.995732,3.075775
0,0,0,51.28571,.545455,2.75,10,14.16667,,2.650892
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.545455,2.75,10,13.33333,2.302585,2.590267
0,0,0,26.14286,.454545,2.75,25,19,,2.944439
1,10,1,13.14286,.818182,2.75,10,8,2.302585,2.079442
0,0,0,26.14286,.909091,2.75,10,9,,2.197225
1,10,0,51.28571,.416667,3,10,15,2.302585,2.70805
0,0,1,13.14286,.636364,2.75,15,11.5,,2.442347
0,0,1,13.14286,.636364,2.75,10,10,,2.302585
0,0,0,77.14286,.363636,2.75,25,23.75,,3.167583
0,0,1,13.14286,.5,3,20,15.83333,,2.762117
1,15,1,13.14286,.363636,2.75,25,20,2.70805,2.995732
0,0,0,51.28571,.545455,2.75,10,15,,2.70805
1,20,0,51.28571,.363636,2.75,20,17.75,2.995732,2.876385
1,20,0,51.28571,.416667,3,20,14,2.995732,2.639057
1,10,0,39.28571,.727273,2.75,10,10,2.302585,2.302585
1,10,0,26.14286,.727273,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.727273,2.75,10,10,2.302585,2.302585
1,15,1,13.14286,.636364,2.75,10,12,2.70805,2.484907
0,0,0,51.28571,.5,3,10,10,,2.302585
1,10,1,13.14286,.7,2.5,15,11.5,2.302585,2.442347
1,25,0,39.28571,.454545,2.75,25,23,3.218876,3.135494
1,10,1,13.14286,.9,2.5,20,11.66667,2.302585,2.456736
1,10,0,26.14286,.5,2.5,100,28,2.302585,3.332205
0,0,1,13.14286,.6,2.5,25,25,,3.218876
0,0,0,39.28571,.5,2.5,25,30,,3.401197
0,0,0,39.28571,.6,2.5,25,25,,3.218876
1,25,0,39.28571,.5,2.5,25,25,3.218876,3.218876
1,15,1,13.14286,.9,2.5,15,12.75,2.70805,2.545531
1,15,1,13.14286,.8,2.5,15,14.37501,2.70805,2.665491
0,0,1,13.14286,.7,2.5,20,17.83333,,2.881069
0,0,0,39.28571,.545455,2.75,25,25,,3.218876
0,0,0,39.28571,.545455,2.75,15,22.83333,,3.128222
1,10,1,13.14286,1,2.5,10,11.5,2.302585,2.442347
1,25,0,51.28571,.454545,2.75,25,22,3.218876,3.091043
1,10,1,13.14286,.909091,2.75,15,12.5,2.302585,2.525729
1,25,1,26.14286,.5,2.5,25,21,3.218876,3.044523
0,0,0,51.28571,.5,2.5,50,30,,3.401197
1,25,0,103.8571,.4,2.5,25,31.25,3.218876,3.442019
0,0,1,13.14286,.6,2.5,25,29.16667,,3.373026
1,25,1,13.14286,.6,2.5,25,25,3.218876,3.218876
1,15,1,13.14286,.909091,2.75,15,15,2.70805,2.70805
1,25,0,26.14286,.363636,2.75,35,26.25,3.218876,3.267666
0,0,1,13.14286,.9,2.5,25,16.11111,,2.779509
1,25,0,26.14286,.7,2.5,25,24.25,3.218876,3.188417
0,0,1,13.14286,.7,2.5,25,23.5,,3.157
1,30,0,39.28571,.5,2.5,30,25,3.401197,3.218876
1,25,0,26.14286,.545455,2.75,25,25,3.218876,3.218876
1,10,1,13.14286,.909091,2.75,10,14,2.302585,2.639057
0,0,0,39.28571,.6,2.5,25,25,,3.218876
0,0,0,39.28571,.5,2.5,25,25,,3.218876
1,25,1,13.14286,.9,2.5,10,15,3.218876,2.70805
1,15,1,13.14286,.7,2.5,25,20,2.70805,2.995732
1,25,1,13.14286,.909091,2.75,25,13,3.218876,2.564949
1,10,1,13.14286,.9,2.5,15,14.5,2.302585,2.674149
1,20,1,13.14286,.909091,2.75,20,13.5,2.995732,2.60269
1,15,1,13.14286,.9,2.5,15,12.25,2.70805,2.505526
0,0,0,39.28571,.9,2.5,10,13.33333,,2.590267
1,10,1,13.14286,.818182,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.9,2.5,10,10,2.302585,2.302585
1,25,1,13.14286,.7,2.5,15,12.83333,3.218876,2.552046
0,0,1,13.14286,.8,2.5,15,14.37501,,2.665491
0,0,0,90,.454545,2.75,15,23,,3.135494
1,10,1,13.14286,.909091,2.75,12,10.4,2.302585,2.341806
1,10,1,13.14286,.909091,2.75,10,10.25,2.302585,2.327278
1,15,1,13.14286,.8,2.5,15,11.83333,2.70805,2.47092
1,25,1,13.14286,.6,2.5,25,25,3.218876,3.218876
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,1,2.5,10,10,2.302585,2.302585
1,10,1,13.14286,.9,2.5,10,10,2.302585,2.302585
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
1,10,0,26.14286,.909091,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.909091,2.75,10,10,2.302585,2.302585
1,10,0,26.14286,.909091,2.75,10,10,2.302585,2.302585
1,10,1,13.14286,.8,2.5,10,11.83333,2.302585,2.47092
0,0,0,77.14286,.545455,2.75,25,19.16667,,2.953173
0,0,0,39.28571,.5,2.5,25,25,,3.218876
1,25,0,26.14286,.454545,2.75,25,20,3.218876,2.995732
0,0,0,77.14286,.4,2.5,25,31.25,,3.442019
1,25,1,13.14286,.7,2.5,20,21.5,3.218876,3.068053
0,0,0,39.28571,.5,2.5,25,25,,3.218876
1,15,1,13.14286,.9,2.5,10,10.5,2.70805,2.351375
0,0,0,26.14286,.5,2.5,25,25,,3.218876
0,0,0,26.14286,.3,2.5,50,33.33333,,3.506558
0,0,1,13.14286,.5,2.5,25,25,,3.218876
1,10,1,13.14286,1,2.5,10,10,2.302585,2.302585
0,0,0,65.42857,.4,2.5,25,25,,3.218876
1,10,1,13.14286,.909091,2.75,10,11,2.302585,2.397895
0,0,0,65.42857,.4,2.5,25,25,,3.218876
1,10,1,13.14286,.9,2.5,10,11.66667,2.302585,2.456736
0,0,0,26.14286,.8,2.5,10,15.375,,2.732743
1,25,0,26.14286,.4,2.5,25,23.75,3.218876,3.167583
1,10,1,13.14286,.8,2.5,10,12.5,2.302585,2.525729
0,0,0,39.28571,.454545,2.75,25,25,,3.218876
0,0,0,143,.181818,2.75,100,100,,4.60517
0,0,0,26.14286,.545455,2.75,10,10,,2.302585
1,30,1,13.14286,.5,2.5,30,26,3.401197,3.258096
0,0,0,103.8571,.25,3,20,16.66667,,2.813411
1,10,0,103.8571,.272727,2.75,10,10,2.302585,2.302585
0,0,0,65.42857,.333333,3,10,12.5,,2.525729
0,0,0,129.1429,.181818,2.75,25,25,,3.218876
0,0,0,77.14286,.454545,2.75,10,10,,2.302585
0,0,0,103.8571,.181818,2.75,25,25,,3.218876
0,0,0,77.14286,.454545,2.75,10,10,,2.302585
0,0,0,143,.181818,2.75,25,25,,3.218876
0,0,0,51.28571,.363636,2.75,10,11.25,,2.420368
0,0,0,103.8571,.454545,2.75,10,10,,2.302585
0,0,0,77.14286,.454545,2.75,10,10,,2.302585
1,7,0,51.28571,.363636,2.75,10,10,1.94591,2.302585
0,0,0,39.28571,.636364,2.75,8,6.5,,1.871802
0,0,1,13.14286,.818182,2.75,5,5,,1.609438
0,0,0,103.8571,.272727,2.75,25,15,,2.70805
1,15,0,120.1429,.272727,2.75,10,10,2.70805,2.302585
0,0,0,103.8571,.416667,3,10,10,,2.302585
1,5,1,13.14286,.818182,2.75,5,5,1.609438,1.609438
1,25,0,103.8571,.3,2.5,25,18.33333,3.218876,2.908721
1,10,0,26.14286,.727273,2.75,5,5.666667,2.302585,1.734601
1,5,0,26.14286,.818182,2.75,5,5.833333,1.609438,1.763589
0,0,0,26.14286,.363636,2.75,10,10,,2.302585
0,0,0,51.28571,.333333,3,15,15,,2.70805
0,0,1,13.14286,.545455,2.75,10,10,,2.302585
0,0,1,13.14286,1,2.75,5,5,,1.609438
1,5,1,13.14286,.818182,2.75,5,5.5,1.609438,1.704748
1,5,1,13.14286,1,2.75,5,5,1.609438,1.609438
1,5,0,26.14286,.636364,2.75,5,6.5,1.609438,1.871802
0,0,0,77.14286,.272727,2.75,20,20,,2.995732
1,5,1,13.14286,.818182,2.75,5,5,1.609438,1.609438
1,5,0,26.14286,.818182,2.75,5,5.833333,1.609438,1.763589
0,0,1,13.14286,.909091,2.75,5,5,,1.609438
1,5,1,13.14286,.909091,2.75,5,5,1.609438,1.609438
1,10,0,39.28571,.636364,2.75,10,6.25,2.302585,1.832582
0,0,0,120.1429,.25,3,25,16.66667,,2.813411
0,0,0,51.28571,.181818,2.75,25,20,,2.995732
0,0,0,103.8571,.272727,2.75,15,15,,2.70805
1,25,0,39.28571,.7,2.5,25,26.5,3.218876,3.277145
1,25,0,26.14286,.8,2.5,25,25,3.218876,3.218876
1,25,1,13.14286,.7,2.5,50,27.16667,3.218876,3.301991
0,0,1,13.14286,.3,2.5,100,100,,4.60517
1,30,1,13.14286,.8,2.5,30,29.375,3.401197,3.380144
1,25,1,26.14286,.8,2.5,50,33.16667,3.218876,3.501545
1,25,1,26.14286,.9,2.5,25,25,3.218876,3.218876
0,0,1,13.14286,.909091,2.75,15,27,,3.295837
0,0,0,39.28571,.545455,2.75,40,41.66667,,3.729702
1,10,0,103.8571,.363636,2.75,10,10,2.302585,2.302585
1,25,0,26.14286,.818182,2.75,25,24.5,3.218876,3.198673
1,10,0,26.14286,.909091,2.75,10,32,2.302585,3.465736
1,20,1,13.14286,.9,2.5,20,21.11111,2.995732,3.049799
0,0,1,13.14286,.8,2.5,30,28.75,,3.358638
1,30,1,13.14286,.8,2.5,25,23.16667,3.401197,3.142715
1,20,1,13.14286,.9,2.5,20,18.33333,2.995732,2.908721
0,0,1,13.14286,.8,2.5,25,23.16667,,3.142715
1,50,0,51.28571,.454545,2.75,50,50,3.912023,3.912023
0,0,0,39.28571,.3,2.5,100,100,,4.60517
0,0,0,26.14286,.727273,2.75,5,5,,1.609438
1,50,1,13.14286,.8,2.5,50,46.83333,3.912023,3.846595
0,0,0,26.14286,.5,2.5,100,90,,4.49981
0,0,0,26.14286,.7,2.5,25,25,,3.218876
0,0,0,51.28571,.181818,2.75,15,12.5,,2.525729
1,50,1,13.14286,.636364,2.75,50,71.5,3.912023,4.269698
1,100,1,39.28571,.363636,2.75,100,100,4.60517,4.60517
1,50,1,26.14286,.7,2.5,50,57.16667,3.912023,4.045971
0,0,0,39.28571,.6,2.5,75,75,,4.317488
1,40,0,51.28571,.7,2.5,40,40,3.688879,3.688879
1,120,0,26.14286,.3,2.5,120,113.3333,4.787492,4.730333
0,0,1,13.14286,.6,2.5,50,50,,3.912023
0,0,0,39.28571,.4,2.5,100,100,,4.60517
1,100,0,26.14286,.3,2.5,100,100,4.60517,4.60517
1,40,0,39.28571,.727273,2.75,40,42.5,3.688879,3.749504
0,0,1,13.14286,.9,2.5,30,37.75,,3.630985
0,0,0,51.28571,.8,2.5,35,46.83333,,3.846595
0,0,0,51.28571,.363636,2.75,10,10,,2.302585
1,10,0,51.28571,.5,2,10,10,2.302585,2.302585
1,25,0,51.28571,.357143,3.5,25,25,3.218876,3.218876
0,0,0,51.28571,.428571,1.75,5,4,,1.386294
0,0,0,158,.142857,1.75,12,12,,2.484907
1,10,0,143,.142857,1.75,5,5,2.302585,1.609438
0,0,0,65.42857,.285714,1.75,10,7.5,,2.014903
1,5,0,51.28571,.285714,1.75,5,5,1.609438,1.609438
0,0,1,13.14286,.285714,1.75,7,7,,1.94591
1,2,1,13.14286,.428571,1.75,2,3,.6931472,1.098612
0,0,0,65.42857,.285714,1.75,5,7.5,,2.014903
1,2,1,13.14286,.285714,1.75,5,5,.6931472,1.609438
0,0,1,13.14286,.857143,1.75,2,2,,.6931472
0,0,0,51.28571,.428571,1.75,5,4,,1.386294
1,5,0,103.8571,.285714,1.75,5,5,1.609438,1.609438
0,0,1,13.14286,.428571,1.75,5,5,,1.609438
0,0,0,158,.142857,1.75,15,15,,2.70805
0,0,0,103.8571,.285714,1.75,10,7.5,,2.014903
0,0,0,180,.2,1.25,5,5,,1.609438
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,51.28571,.2,1.25,5,5,,1.609438
1,5,0,143,.285714,1.75,5,5,1.609438,1.609438
1,5,0,103.8571,.285714,1.75,5,5,1.609438,1.609438
0,0,0,129.1429,.142857,1.75,15,15,,2.70805
0,0,0,103.8571,.428571,1.75,5,5,,1.609438
0,0,1,13.14286,.2,1.25,5,5,,1.609438
0,0,0,120.1429,.285714,1.75,5,7.5,,2.014903
0,0,0,154.2857,.166667,1.5,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,15,15,,2.70805
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,117.1429,.2,1.25,5,5,,1.609438
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,154.2857,.166667,1.5,10,10,,2.302585
0,0,0,117.1429,.2,1.25,5,5,,1.609438
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,15,15,,2.70805
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,154.2857,.166667,1.5,10,10,,2.302585
0,0,0,158,.142857,1.75,20,20,,2.995732
0,0,0,143,.285714,1.75,10,10,,2.302585
0,0,0,143,.285714,1.75,10,10,,2.302585
0,0,0,143,.285714,1.75,10,10,,2.302585
0,0,0,51.28571,.285714,1.75,10,10,,2.302585
0,0,0,103.8571,.285714,1.75,10,10,,2.302585
0,0,0,103.8571,.285714,1.75,10,10,,2.302585
0,0,0,143,.285714,1.75,10,10,,2.302585
0,0,0,143,.285714,1.75,10,10,,2.302585
1,10,0,158,.142857,1.75,10,10,2.302585,2.302585
0,0,1,13.14286,.285714,1.75,10,10,,2.302585
0,0,0,26.14286,.333333,1.5,10,10,,2.302585
1,10,0,158,.142857,1.75,10,10,2.302585,2.302585
0,0,0,143,.285714,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,10,10,,2.302585
0,0,0,158,.142857,1.75,20,20,,2.995732
0,0,0,51.28571,.25,2,10,10,,2.302585
0,0,0,143,.285714,1.75,10,10,,2.302585
0,0,0,117.1429,.142857,1.75,20,20,,2.995732
0,0,0,117.1429,.166667,1.5,10,10,,2.302585
0,0,0,103.8571,.285714,1.75,10,10,,2.302585
0,0,0,26.14286,.571429,1.75,5,5,,1.609438
0,0,0,103.8571,.285714,1.75,10,10,,2.302585
0,0,0,26.14286,.5,2,5,5,,1.609438
0,0,1,13.14286,.285714,1.75,10,10,,2.302585
0,0,0,51.28571,.25,2,10,10,,2.302585
0,0,0,143,.285714,1.75,10,10,,2.302585
0,0,0,120.1429,.428571,1.75,5,6.666667,,1.89712
0,0,1,13.14286,.428571,1.75,5,5,,1.609438
0,0,0,51.28571,.333333,1.5,10,10,,2.302585
0,0,0,103.8571,.375,2,5,5,,1.609438
0,0,0,65.42857,.25,2,10,7.5,,2.014903
0,0,1,13.14286,.857143,1.75,5,3,,1.098612
0,0,0,51.28571,.571429,1.75,5,4.5,,1.504077
