id,year,wage,educ,exper,manuf,black,lwage,y81,y82,y83,y84,y85,y86,y87,inlf,expersq,lwage_1,inlf_1,inlfp1
992,86,18509.98,12,5,0,0,9.826065,0,0,0,0,0,1,0,1,25,9.295487,1,1
992,87,27333.45,12,6,0,0,10.21587,0,0,0,0,0,0,1,1,36,9.502592,1,
995,81,,8,0,0,0,,1,0,0,0,0,0,0,0,0,,,1
995,82,,8,0,0,0,,0,1,0,0,0,0,0,0,0,,0,0
995,83,,8,0,0,0,,0,0,1,0,0,0,0,0,0,,1,0
995,84,7337.8,8,0,0,0,8.900794,0,0,0,1,0,0,0,1,0,11.18351,0,1
995,85,,8,1,0,0,,0,0,0,0,1,0,0,0,1,,0,0
995,86,,8,1,0,0,,0,0,0,0,0,1,0,0,1,9.473763,0,0
995,87,71934.55,8,1,0,0,11.18351,0,0,0,0,0,0,1,1,1,,0,
996,81,,11,1,0,0,,1,0,0,0,0,0,0,0,1,,,1
996,82,14530.95,11,1,0,0,9.584036,0,1,0,0,0,0,0,1,1,9.221017,1,1
996,83,15425.99,11,2,1,0,9.643809,0,0,1,0,0,0,0,1,4,9.535655,1,1
996,84,14304.47,11,3,0,0,9.568327,0,0,0,1,0,0,0,1,9,9.643809,1,1
996,85,14659.55,11,4,1,0,9.592847,0,0,0,0,1,0,0,1,16,,0,1
996,86,10107.34,11,5,1,0,9.221017,0,0,0,0,0,1,0,1,25,9.568327,1,1
996,87,13844.66,11,6,0,0,9.535655,0,0,0,0,0,0,1,1,36,9.592847,1,
998,81,18416.47,12,0,1,0,9.821001,1,0,0,0,0,0,0,1,0,,,1
998,82,18617.53,12,1,1,0,9.831859,0,1,0,0,0,0,0,1,1,10.39645,1,1
998,83,21509.74,12,2,1,0,9.976261,0,0,1,0,0,0,0,1,4,9.821001,1,1
998,84,24091.32,12,3,0,0,10.08961,0,0,0,1,0,0,0,1,9,10.19492,1,1
998,85,26766.74,12,4,1,0,10.19492,0,0,0,0,1,0,0,1,16,9.976261,1,1
998,86,32743.1,12,5,1,0,10.39645,0,0,0,0,0,1,0,1,25,10.08961,1,1
998,87,33929.16,12,6,1,0,10.43203,0,0,0,0,0,0,1,1,36,9.584036,1,
1000,81,9011.26,11,0,0,0,9.10623,1,0,0,0,0,0,0,1,0,,,1
1000,82,15376.11,11,1,0,0,9.640571,0,1,0,0,0,0,0,1,1,9.831859,1,1
1000,83,19243.37,11,2,0,0,9.864922,0,0,1,0,0,0,0,1,4,9.675971,1,1
1000,84,17643.87,11,3,0,0,9.778144,0,0,0,1,0,0,0,1,9,9.640571,1,1
1000,85,19699.53,11,4,0,0,9.88835,0,0,0,0,1,0,0,1,16,9.778144,1,1
1000,86,15930.18,11,5,0,0,9.675971,0,0,0,0,0,1,0,1,25,9.88835,1,1
1000,87,19733.51,11,6,0,0,9.890074,0,0,0,0,0,0,1,1,36,9.864922,1,
1005,81,29062.22,12,2,0,0,10.27719,1,0,0,0,0,0,0,1,4,,,1
1005,82,18027.33,12,3,1,0,9.799644,0,1,0,0,0,0,0,1,9,10.07933,1,1
1005,83,19258.01,12,4,0,0,9.865683,0,0,1,0,0,0,0,1,16,9.977085,1,1
1005,84,19948.78,12,5,1,0,9.900923,0,0,0,1,0,0,0,1,25,10.27719,1,1
1005,85,21850.45,12,6,1,0,9.991977,0,0,0,0,1,0,0,1,36,9.865683,1,1
1005,86,23845.04,12,7,1,0,10.07933,0,0,0,0,0,1,0,1,49,9.991977,1,1
1005,87,21527.47,12,8,1,0,9.977085,0,0,0,0,0,0,1,1,64,9.10623,1,
1006,81,7374.42,12,0,0,0,8.905772,1,0,0,0,0,0,0,1,0,,,1
1006,82,10755.67,12,1,0,0,9.283188,0,1,0,0,0,0,0,1,1,9.900923,1,1
1006,83,15925.95,12,2,0,0,9.675705,0,0,1,0,0,0,0,1,4,10.24665,1,0
1006,84,18313.16,12,3,0,0,9.815375,0,0,0,1,0,0,0,1,9,10.26985,1,1
1006,85,28187.86,12,4,0,0,10.24665,0,0,0,0,1,0,0,1,16,9.283188,1,1
1006,86,28849.46,12,5,0,0,10.26985,0,0,0,0,0,1,0,1,25,8.905772,1,1
1006,87,21863.84,12,6,0,0,9.992589,0,0,0,0,0,0,1,1,36,9.675705,1,
1007,81,,11,0,0,0,,1,0,0,0,0,0,0,0,0,,,1
1007,82,9200.9,11,0,1,0,9.127057,0,1,0,0,0,0,0,1,0,9.468801,1,1
1007,83,13023.35,11,1,1,0,9.474499,0,0,1,0,0,0,0,1,1,9.579414,1,0
1007,84,12949.34,11,2,1,0,9.468801,0,0,0,1,0,0,0,1,4,9.474499,1,1
1007,85,12951.88,11,3,1,0,9.468996,0,0,0,0,1,0,0,1,9,9.127057,1,1
1007,86,14463.95,11,4,0,0,9.579414,0,0,0,0,0,1,0,1,16,9.744614,1,1
1007,87,17062.08,11,5,0,0,9.744614,0,0,0,0,0,0,1,1,25,,0,
1015,81,11856.49,12,1,0,0,9.38063,1,0,0,0,0,0,0,1,1,,,1
1015,82,10988.98,12,2,0,0,9.304648,0,1,0,0,0,0,0,1,4,9.787194,0,1
1015,83,,12,3,0,0,,0,0,1,0,0,0,0,0,9,,1,0
1015,84,9517.99,12,3,0,0,9.160939,0,0,0,1,0,0,0,1,9,9.38063,1,0
1015,85,,12,4,0,0,,0,0,0,0,1,0,0,0,16,9.468996,0,1
1015,86,17804.28,12,4,0,0,9.787194,0,0,0,0,0,1,0,1,16,9.995216,1,1
1015,87,21921.36,12,5,0,0,9.995216,0,0,0,0,0,0,1,1,25,9.160939,1,
1017,81,,10,1,0,0,,1,0,0,0,0,0,0,0,1,,,0
1017,82,5378.44,10,1,0,0,8.590154,0,1,0,0,0,0,0,1,1,8.592731,1,1
1017,83,5392.32,10,2,0,0,8.592731,0,0,1,0,0,0,0,1,4,8.607447,1,1
1017,84,5472.26,10,3,0,0,8.607447,0,0,0,1,0,0,0,1,9,,0,0
1017,85,,10,4,0,0,,0,0,0,0,1,0,0,0,16,9.304648,0,0
1017,86,,10,4,0,0,,0,0,0,0,0,1,0,0,16,,1,1
1017,87,,10,4,0,0,,0,0,0,0,0,0,1,0,16,,0,
1021,81,11882.72,12,2,0,0,9.38284,1,0,0,0,0,0,0,1,4,,,1
1021,82,15364.72,12,3,0,0,9.63983,0,1,0,0,0,0,0,1,9,9.630567,1,1
1021,83,15223.06,12,4,0,0,9.630567,0,0,1,0,0,0,0,1,16,9.38284,1,1
1021,84,14396.3,12,5,0,0,9.574726,0,0,0,1,0,0,0,1,25,,1,1
1021,85,21599.63,12,6,0,0,9.980432,0,0,0,0,1,0,0,1,36,9.63983,0,0
1021,86,17729.8,12,7,0,0,9.783002,0,0,0,0,0,1,0,1,49,9.980432,1,1
1021,87,,12,8,0,0,,0,0,0,0,0,0,1,0,64,8.590154,1,
1034,81,,9,1,0,0,,1,0,0,0,0,0,0,0,1,,,0
1034,82,,9,1,0,0,,0,1,0,0,0,0,0,0,1,,0,1
1034,83,,9,1,0,0,,0,0,1,0,0,0,0,0,1,,0,0
1034,84,,9,1,0,0,,0,0,0,1,0,0,0,0,1,9.783002,0,0
1034,85,20227.04,9,1,0,0,9.914776,0,0,0,0,1,0,0,1,1,9.274459,1,0
1034,86,10662.19,9,2,0,0,9.274459,0,0,0,0,0,1,0,1,4,,0,1
1034,87,12187.2,9,3,0,0,9.408141,0,0,0,0,0,0,1,1,9,9.914776,1,
1045,81,,12,1,0,0,,1,0,0,0,0,0,0,0,1,,,1
1045,82,,12,1,0,0,,0,1,0,0,0,0,0,0,1,,1,0
1045,83,13339.46,12,1,1,0,9.498482,0,0,1,0,0,0,0,1,1,9.562767,1,1
1045,84,14225.15,12,2,1,0,9.562767,0,0,0,1,0,0,0,1,4,10.14939,0,1
1045,85,15655.57,12,3,1,0,9.658582,0,0,0,0,1,0,0,1,9,9.896576,1,1
1045,86,19862.24,12,4,1,0,9.896576,0,0,0,0,0,1,0,1,16,,0,1
1045,87,25575.57,12,5,1,0,10.14939,0,0,0,0,0,0,1,1,25,9.658582,1,
1053,81,6071.06,12,0,0,0,8.711288,1,0,0,0,0,0,0,1,0,,,1
1053,82,9061.65,12,1,0,0,9.111807,0,1,0,0,0,0,0,1,1,9.498482,1,1
1053,83,11358.39,12,2,0,0,9.337712,0,0,1,0,0,0,0,1,4,9.663061,1,1
1053,84,13349.97,12,3,0,0,9.499269,0,0,0,1,0,0,0,1,9,9.708604,1,1
1053,85,15725.85,12,4,0,0,9.663061,0,0,0,0,1,0,0,1,16,9.111807,1,1
1053,86,16458.61,12,5,0,0,9.708604,0,0,0,0,0,1,0,1,25,9.337712,1,1
1053,87,15833.61,12,6,0,0,9.66989,0,0,0,0,0,0,1,1,36,9.499269,1,
1073,81,8887.51,12,0,0,0,9.092402,1,0,0,0,0,0,0,1,0,,,1
1073,82,10960.18,12,1,1,0,9.302024,0,1,0,0,0,0,0,1,1,8.711288,1,1
1073,83,14847.95,12,2,1,0,9.605618,0,0,1,0,0,0,0,1,4,10.1579,1,1
1073,84,16352.73,12,3,1,0,9.70215,0,0,0,1,0,0,0,1,9,9.092402,1,1
1073,85,15093.28,12,4,1,0,9.622005,0,0,0,0,1,0,0,1,16,9.605618,1,1
1073,86,22228.25,12,5,1,0,10.00912,0,0,0,0,0,1,0,1,25,9.70215,1,1
1073,87,25794.04,12,6,1,0,10.1579,0,0,0,0,0,0,1,1,36,9.302024,1,
1076,81,12118.45,12,0,0,0,9.402484,1,0,0,0,0,0,0,1,0,,,1
1076,82,16387.08,12,1,0,0,9.704248,0,1,0,0,0,0,0,1,1,10.43776,1,1
1076,83,14140.87,12,2,0,0,9.556825,0,0,1,0,0,0,0,1,4,9.402484,1,1
1076,84,16078.7,12,3,0,0,9.68525,0,0,0,1,0,0,0,1,9,10.01312,1,1
1076,85,22317.31,12,4,0,0,10.01312,0,0,0,0,1,0,0,1,16,10.26908,1,1
1076,86,28827.4,12,5,0,0,10.26908,0,0,0,0,0,1,0,1,25,9.556825,1,1
1076,87,34124.16,12,6,0,0,10.43776,0,0,0,0,0,0,1,1,36,10.00912,1,
1081,81,14860.87,12,2,0,0,9.606487,1,0,0,0,0,0,0,1,4,,,1
1081,82,20034.77,12,3,0,0,9.905225,0,1,0,0,0,0,0,1,9,10.31074,1,0
1081,83,19578.45,12,4,0,0,9.882185,0,0,1,0,0,0,0,1,16,9.905225,1,1
1081,84,24442.46,12,5,0,0,10.10408,0,0,0,1,0,0,0,1,25,10.2873,1,1
1081,85,30053.8,12,6,0,0,10.31074,0,0,0,0,1,0,0,1,36,9.606487,1,1
1081,86,29357.26,12,7,0,0,10.2873,0,0,0,0,0,1,0,1,49,10.24435,1,1
1081,87,28123.18,12,8,0,0,10.24435,0,0,0,0,0,0,1,1,64,9.882185,1,
1082,81,,12,0,0,0,,1,0,0,0,0,0,0,0,0,,,1
1082,82,7167.43,12,0,0,0,8.877302,0,1,0,0,0,0,0,1,0,9.739232,0,1
1082,83,13378.15,12,1,1,0,9.501378,0,0,1,0,0,0,0,1,1,9.768601,1,1
1082,84,16970.5,12,2,0,0,9.739232,0,0,0,1,0,0,0,1,4,,1,1
1082,85,17476.31,12,3,0,0,9.768601,0,0,0,0,1,0,0,1,9,9.786069,1,1
1082,86,17784.26,12,4,0,0,9.786069,0,0,0,0,0,1,0,1,16,8.877302,1,1
1082,87,16573.03,12,5,0,0,9.715532,0,0,0,0,0,0,1,1,25,9.501378,1,
1085,81,13133.04,12,2,0,0,9.482886,1,0,0,0,0,0,0,1,4,,,1
1085,82,11629.97,12,3,0,0,9.361341,0,1,0,0,0,0,0,1,9,9.482886,1,1
1085,83,12685.88,12,4,0,0,9.448245,0,0,1,0,0,0,0,1,16,9.407923,1,1
1085,84,12184.53,12,5,0,0,9.407923,0,0,0,1,0,0,0,1,25,9.361341,1,1
1085,85,11271.94,12,6,0,0,9.330071,0,0,0,0,1,0,0,1,36,9.223958,1,1
1085,86,10137.11,12,7,0,0,9.223958,0,0,0,0,0,1,0,1,49,9.448245,1,1
1085,87,22189.6,12,8,0,0,10.00738,0,0,0,0,0,0,1,1,64,9.330071,1,
1089,81,17563.25,12,0,1,0,9.773564,1,0,0,0,0,0,0,1,0,,,1
1089,82,18766.46,12,1,1,0,9.839827,0,1,0,0,0,0,0,1,1,9.875315,1,1
1089,83,18488.5,12,2,1,0,9.824904,0,0,1,0,0,0,0,1,4,9.744463,1,1
1089,84,19444.4,12,3,1,0,9.875315,0,0,0,1,0,0,0,1,9,9.773564,1,1
1089,85,18879.22,12,4,1,0,9.845818,0,0,0,0,1,0,0,1,16,9.824904,1,1
1089,86,17059.51,12,5,1,0,9.744463,0,0,0,0,0,1,0,1,25,9.878145,1,1
1089,87,19499.52,12,6,1,0,9.878145,0,0,0,0,0,0,1,1,36,10.00738,1,
1102,81,11627.96,12,3,1,0,9.361168,1,0,0,0,0,0,0,1,9,,,1
1102,82,12773.41,12,4,0,0,9.455121,0,1,0,0,0,0,0,1,16,9.682811,1,1
1102,83,15881.73,12,5,0,0,9.672925,0,0,1,0,0,0,0,1,25,9.361168,1,1
1102,84,14744.4,12,6,0,0,9.598619,0,0,0,1,0,0,0,1,36,9.672925,1,1
1102,85,16039.51,12,7,0,0,9.682811,0,0,0,0,1,0,0,1,49,10.04926,1,0
1102,86,21553.78,12,8,1,0,9.978307,0,0,0,0,0,1,0,1,64,9.455121,1,1
1102,87,23138.62,12,9,0,0,10.04926,0,0,0,0,0,0,1,1,81,9.839827,1,
1104,81,,12,0,0,0,,1,0,0,0,0,0,0,0,0,,,0
1104,82,,12,0,0,0,,0,1,0,0,0,0,0,0,0,,1,0
1104,83,,12,0,0,0,,0,0,1,0,0,0,0,0,0,,1,1
1104,84,7157.29,12,0,0,0,8.875887,0,0,0,1,0,0,0,1,0,8.684885,1,0
1104,85,5912.86,12,1,0,0,8.684885,0,0,0,0,1,0,0,1,1,9.256388,0,1
1104,86,5973.28,12,2,0,0,8.695051,0,0,0,0,0,1,0,1,4,,0,1
1104,87,10471.24,12,3,0,0,9.256388,0,0,0,0,0,0,1,1,9,8.695051,1,
1107,81,,11,1,0,0,,1,0,0,0,0,0,0,0,1,,,1
1107,82,8506.66,11,1,0,0,9.048605,0,1,0,0,0,0,0,1,1,,0,1
1107,83,6642.61,11,2,0,0,8.80126,0,0,1,0,0,0,0,1,4,8.305605,1,1
1107,84,,11,3,0,0,,0,0,0,1,0,0,0,0,9,,1,0
1107,85,4046.49,11,3,0,0,8.305605,0,0,0,0,1,0,0,1,9,9.328123,1,0
1107,86,11250,11,4,0,0,9.328123,0,0,0,0,0,1,0,1,16,9.447362,1,1
1107,87,12674.69,11,5,0,0,9.447362,0,0,0,0,0,0,1,1,25,9.048605,1,
1120,81,,13,0,0,0,,1,0,0,0,0,0,0,0,0,,,0
1120,82,,13,0,0,0,,0,1,0,0,0,0,0,0,0,,1,1
1120,83,,13,0,0,0,,0,0,1,0,0,0,0,0,0,,1,0
1120,84,7649.92,13,0,0,0,8.942451,0,0,0,1,0,0,0,1,0,9.347943,0,1
1120,85,7577.17,13,1,0,0,8.932895,0,0,0,0,1,0,0,1,1,,0,0
1120,86,11475.2,13,2,0,0,9.347943,0,0,0,0,0,1,0,1,4,8.932895,1,1
1120,87,12187.2,13,3,0,0,9.408141,0,0,0,0,0,0,1,1,9,8.942451,1,
1129,81,,9,0,0,0,,1,0,0,0,0,0,0,0,0,,,0
1129,82,,9,0,0,0,,0,1,0,0,0,0,0,0,0,9.408141,0,0
1129,83,,9,0,0,0,,0,0,1,0,0,0,0,0,0,,1,0
1129,84,,9,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0
1129,85,,9,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0
1129,86,,9,0,0,0,,0,0,0,0,0,1,0,0,0,,0,1
1129,87,,9,0,0,0,,0,0,0,0,0,0,1,0,0,,0,
1135,81,21299.22,9,2,0,0,9.966426,1,0,0,0,0,0,0,1,4,,,1
1135,82,30734.24,9,3,1,0,10.33313,0,1,0,0,0,0,0,1,9,9.590463,1,1
1135,83,27092.66,9,4,0,0,10.20702,0,0,1,0,0,0,0,1,16,9.966426,1,1
1135,84,19707.08,9,5,0,0,9.888733,0,0,0,1,0,0,0,1,25,,1,1
1135,85,21182.24,9,6,0,0,9.960918,0,0,0,0,1,0,0,1,36,9.888733,1,1
1135,86,17131.06,9,7,0,0,9.748649,0,0,0,0,0,1,0,1,49,9.960918,1,0
1135,87,14624.64,9,8,0,0,9.590463,0,0,0,0,0,0,1,1,64,9.748649,1,
1136,81,13154,8,1,0,0,9.484481,1,0,0,0,0,0,0,1,1,,,1
1136,82,,8,2,0,0,,0,1,0,0,0,0,0,0,4,10.20702,1,1
1136,83,16235.51,8,2,0,0,9.694956,0,0,1,0,0,0,0,1,4,9.484481,1,1
1136,84,17258.67,8,3,0,0,9.75607,0,0,0,1,0,0,0,1,9,,1,1
1136,85,16529.33,8,4,0,0,9.712892,0,0,0,0,1,0,0,1,16,9.694956,1,1
1136,86,21365.44,8,5,0,0,9.96953,0,0,0,0,0,1,0,1,25,9.712892,1,0
1136,87,26811.84,8,6,0,0,10.1966,0,0,0,0,0,0,1,1,36,9.96953,1,
1138,81,,9,2,0,0,,1,0,0,0,0,0,0,0,4,,,1
1138,82,,9,2,0,0,,0,1,0,0,0,0,0,0,4,,0,0
1138,83,,9,2,0,0,,0,0,1,0,0,0,0,0,4,10.1966,1,0
1138,84,7415.25,9,2,0,0,8.911294,0,0,0,1,0,0,0,1,4,9.914095,1,1
1138,85,14326.44,9,3,1,0,9.569862,0,0,0,0,1,0,0,1,9,,0,1
1138,86,20213.28,9,4,0,0,9.914095,0,0,0,0,0,1,0,1,16,9.953021,1,1
1138,87,21015.61,9,5,0,0,9.953021,0,0,0,0,0,0,1,1,25,9.569862,1,
1146,81,,12,0,0,0,,1,0,0,0,0,0,0,0,0,,,1
1146,82,,12,0,0,0,,0,1,0,0,0,0,0,0,0,,0,0
1146,83,,12,0,0,0,,0,0,1,0,0,0,0,0,0,8.911294,1,0
1146,84,14711.33,12,0,0,0,9.596374,0,0,0,1,0,0,0,1,0,9.583774,0,1
1146,85,13932.32,12,1,0,0,9.541966,0,0,0,0,1,0,0,1,1,9.581298,1,1
1146,86,14491.21,12,2,0,0,9.581298,0,0,0,0,0,1,0,1,4,9.596374,1,1
1146,87,14527.14,12,3,0,0,9.583774,0,0,0,0,0,0,1,1,9,,1,
1152,81,5966.59,11,0,0,0,8.693931,1,0,0,0,0,0,0,1,0,,,1
1152,82,7912.84,11,1,0,0,8.976242,0,1,0,0,0,0,0,1,1,9.697822,1,1
1152,83,6868.13,11,2,0,0,8.834647,0,0,1,0,0,0,0,1,4,9.541966,1,1
1152,84,13177.24,11,3,0,0,9.486246,0,0,0,1,0,0,0,1,9,9.69082,1,1
1152,85,13802.67,11,4,0,0,9.532618,0,0,0,0,1,0,0,1,16,9.486246,1,1
1152,86,16168.49,11,5,0,0,9.69082,0,0,0,0,0,1,0,1,25,8.834647,1,0
1152,87,16282.1,11,6,1,0,9.697822,0,0,0,0,0,0,1,1,36,9.532618,1,
1162,81,6086.64,7,2,0,0,8.713852,1,0,0,0,0,0,0,1,4,,,1
1162,82,11728.18,7,3,0,0,9.36975,0,1,0,0,0,0,0,1,9,10.56961,1,1
1162,83,38933.51,7,4,0,0,10.56961,0,0,1,0,0,0,0,1,16,10.59367,1,1
1162,84,28251.72,7,5,1,0,10.24891,0,0,0,1,0,0,0,1,25,8.713852,1,1
1162,85,39881.76,7,6,0,0,10.59367,0,0,0,0,1,0,0,1,36,10.24891,1,1
1162,86,38226.84,7,7,0,0,10.55129,0,0,0,0,0,1,0,1,49,,1,1
1162,87,,7,8,0,0,,0,0,0,0,0,0,1,0,64,8.693931,1,
1170,81,21229.28,12,1,0,0,9.963137,1,0,0,0,0,0,0,1,1,,,1
1170,82,29563.6,12,2,0,0,10.2943,0,1,0,0,0,0,0,1,4,9.912186,1,0
1170,83,14844.3,12,3,0,0,9.605371,0,0,1,0,0,0,0,1,9,9.816091,1,1
1170,84,18326.27,12,4,0,0,9.816091,0,0,0,1,0,0,0,1,16,10.03113,1,1
1170,85,18137.14,12,5,0,0,9.805717,0,0,0,0,1,0,0,1,25,9.36975,1,1
1170,86,20174.72,12,6,0,0,9.912186,0,0,0,0,0,1,0,1,36,9.605371,1,1
1170,87,22722.92,12,7,0,0,10.03113,0,0,0,0,0,0,1,1,49,9.963137,1,
1176,81,15629.03,12,1,0,0,9.656885,1,0,0,0,0,0,0,1,1,,,0
1176,82,2580.27,12,2,0,0,7.855649,0,1,0,0,0,0,0,1,4,,1,1
1176,83,,12,3,0,0,,0,0,1,0,0,0,0,0,9,,1,0
1176,84,,12,3,0,0,,0,0,0,1,0,0,0,0,9,,1,1
1176,85,,12,3,0,0,,0,0,0,0,1,0,0,0,9,10.2943,0,0
1176,86,10753.22,12,3,0,0,9.282961,0,0,0,0,0,1,0,1,9,7.855649,1,1
1176,87,12353.33,12,4,0,0,9.421681,0,0,0,0,0,0,1,1,16,9.282961,0,
1180,81,14749.5,12,2,0,0,9.598965,1,0,0,0,0,0,0,1,4,,,0
1180,82,16010,12,3,0,0,9.680969,0,1,0,0,0,0,0,1,9,9.598965,1,1
1180,83,24960.68,12,4,0,0,10.12506,0,0,1,0,0,0,0,1,16,10.15254,0,1
1180,84,24048.7,12,5,0,0,10.08784,0,0,0,1,0,0,0,1,25,9.680969,1,1
1180,85,25656.19,12,6,0,0,10.15254,0,0,0,0,1,0,0,1,36,10.08784,1,1
1180,86,31597.93,12,7,0,0,10.36085,0,0,0,0,0,1,0,1,49,,1,1
1180,87,,12,8,0,0,,0,0,0,0,0,0,1,0,64,9.656885,1,
1184,81,,12,0,0,0,,1,0,0,0,0,0,0,0,0,,,1
1184,82,7400.65,12,0,0,0,8.909323,0,1,0,0,0,0,0,1,0,9.835629,1,1
1184,83,14395.37,12,1,0,0,9.574662,0,0,1,0,0,0,0,1,1,,0,0
1184,84,17626.96,12,2,0,0,9.777184,0,0,0,1,0,0,0,1,4,9.746373,1,1
1184,85,16944.97,12,3,0,0,9.737726,0,0,0,0,1,0,0,1,9,9.777184,1,1
1184,86,17092.12,12,4,0,0,9.746373,0,0,0,0,0,1,0,1,16,9.574662,1,1
1184,87,18687.85,12,5,0,0,9.835629,0,0,0,0,0,0,1,1,25,9.737726,1,
1189,81,16685.32,12,1,0,0,9.722284,1,0,0,0,0,0,0,1,1,,,1
1189,82,24492.72,12,2,0,0,10.10613,0,1,0,0,0,0,0,1,4,10.3315,1,0
1189,83,27335.56,12,3,0,0,10.21594,0,0,1,0,0,0,0,1,9,9.722284,0,1
1189,84,30684.12,12,4,0,0,10.3315,0,0,0,1,0,0,0,1,16,,1,1
1189,85,33452.24,12,5,0,0,10.41787,0,0,0,0,1,0,0,1,25,10.21594,1,1
1189,86,,12,6,0,0,,0,0,0,0,0,1,0,0,36,8.909323,1,1
1189,87,44375.48,12,6,0,0,10.70044,0,0,0,0,0,0,1,1,36,10.10613,1,
1198,81,,10,0,0,0,,1,0,0,0,0,0,0,0,0,,,0
1198,82,,10,0,0,0,,0,1,0,0,0,0,0,0,0,,1,1
1198,83,7057.67,10,0,0,0,8.86187,0,0,1,0,0,0,0,1,0,9.184505,1,1
1198,84,9573.99,10,1,0,0,9.166805,0,0,0,1,0,0,0,1,1,8.939259,1,1
1198,85,7625.54,10,2,0,0,8.939259,0,0,0,0,1,0,0,1,4,8.86187,0,1
1198,86,9744.96,10,3,0,0,9.184505,0,0,0,0,0,1,0,1,9,10.43654,1,1
1198,87,34082.49,10,4,1,0,10.43654,0,0,0,0,0,0,1,1,16,,1,
1202,81,15035.8,12,0,0,0,9.618189,1,0,0,0,0,0,0,1,0,,,1
1202,82,15052.71,12,1,0,0,9.619313,0,1,0,0,0,0,0,1,1,9.625644,1,1
1202,83,15005,12,2,0,0,9.616138,0,0,1,0,0,0,0,1,4,9.522898,1,1
1202,84,15148.3,12,3,0,0,9.625644,0,0,0,1,0,0,0,1,9,9.61527,1,1
1202,85,14991.97,12,4,0,0,9.61527,0,0,0,0,1,0,0,1,16,9.616138,1,1
1202,86,14658.34,12,5,0,0,9.592765,0,0,0,0,0,1,0,1,25,9.618189,1,1
1202,87,13669.16,12,6,0,0,9.522898,0,0,0,0,0,0,1,1,36,9.592765,1,
1203,81,11244.99,12,0,0,0,9.327678,1,0,0,0,0,0,0,1,0,,,1
1203,82,13636.24,12,1,0,0,9.520486,0,1,0,0,0,0,0,1,1,9.615098,1,0
1203,83,14976.86,12,2,0,0,9.614262,0,0,1,0,0,0,0,1,4,9.327678,1,1
1203,84,15074.28,12,3,0,0,9.620746,0,0,0,1,0,0,0,1,9,9.614262,1,1
1203,85,14989.39,12,4,0,0,9.615098,0,0,0,0,1,0,0,1,16,9.619313,1,1
1203,86,14617.71,12,5,0,0,9.589989,0,0,0,0,0,1,0,1,25,9.647473,1,1
1203,87,15482.62,12,6,0,0,9.647473,0,0,0,0,0,0,1,1,36,9.620746,1,
1204,81,,12,1,0,0,,1,0,0,0,0,0,0,0,1,,,1
1204,82,14589.27,12,1,0,0,9.588041,0,1,0,0,0,0,0,1,1,9.799261,1,0
1204,83,18308.26,12,2,0,0,9.815107,0,0,1,0,0,0,0,1,4,9.847657,1,1
1204,84,15307.92,12,3,0,0,9.636126,0,0,0,1,0,0,0,1,9,,0,1
1204,85,18913.99,12,4,0,0,9.847657,0,0,0,0,1,0,0,1,16,9.838104,1,1
1204,86,18020.42,12,5,0,0,9.799261,0,0,0,0,0,1,0,1,25,9.815107,1,1
1204,87,18734.16,12,6,0,0,9.838104,0,0,0,0,0,0,1,1,36,9.636126,1,
1209,81,,12,0,0,0,,1,0,0,0,0,0,0,0,0,,,0
1209,82,,12,0,0,0,,0,1,0,0,0,0,0,0,0,9.588041,1,1
1209,83,14958.16,12,0,0,0,9.613012,0,0,1,0,0,0,0,1,0,10.18183,0,1
1209,84,16951.84,12,1,0,0,9.738132,0,0,0,1,0,0,0,1,1,9.613012,1,1
1209,85,20267.25,12,2,0,0,9.916761,0,0,0,0,1,0,0,1,4,10.22669,1,0
1209,86,26418.76,12,3,0,0,10.18183,0,0,0,0,0,1,0,1,9,9.916761,1,1
1209,87,27630.82,12,4,0,0,10.22669,0,0,0,0,0,0,1,1,16,,1,
1214,81,,10,0,0,0,,1,0,0,0,0,0,0,0,0,,,0
1214,82,,10,0,0,0,,0,1,0,0,0,0,0,0,0,9.738132,1,0
1214,83,,10,0,0,0,,0,0,1,0,0,0,0,0,0,,0,0
1214,84,3572.79,10,0,0,0,8.181102,0,0,0,1,0,0,0,1,0,9.869448,1,1
1214,85,,10,1,0,0,,0,0,0,0,1,0,0,0,1,,0,1
1214,86,19330.66,10,1,0,0,9.869448,0,0,0,0,0,1,0,1,1,,0,1
1214,87,9624.64,10,2,0,0,9.172082,0,0,0,0,0,0,1,1,4,8.181102,1,
1218,81,14234.51,12,0,0,0,9.563424,1,0,0,0,0,0,0,1,0,,,1
1218,82,11480.05,12,1,0,0,9.348366,0,1,0,0,0,0,0,1,1,9.649343,1,1
1218,83,14747.81,12,2,0,0,9.59885,0,0,1,0,0,0,0,1,4,9.172082,1,1
1218,84,15511.59,12,3,0,0,9.649343,0,0,0,1,0,0,0,1,9,9.563424,1,1
1218,85,25514.16,12,4,0,0,10.14699,0,0,0,0,1,0,0,1,16,10.17537,1,1
1218,86,24176.07,12,5,0,0,10.09312,0,0,0,0,0,1,0,1,25,10.14699,1,1
1218,87,26248.79,12,6,0,0,10.17537,0,0,0,0,0,0,1,1,36,9.348366,1,
1224,81,,10,0,0,0,,1,0,0,0,0,0,0,0,0,,,0
1224,82,,10,0,0,0,,0,1,0,0,0,0,0,0,0,,0,1
