kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
3,1,1,0,1,1,1,0,32,22,1,0,1,40,40,9.036941,36.35766,27.32073,12,1024
2,0,0,1,0,0,1,0,24,18,1,0,1,22,40,8.82702,28.35983,19.5328,12,576
4,1,0,0,1,0,0,0,21,15,1,0,1,24,40,4.20884,10.51686,6.30802,11,441
4,1,0,0,1,0,0,0,30,23,1,0,0,0,0,0,8.40719,8.40719,12,900
2,0,0,0,1,0,0,0,34,22,1,0,0,0,0,0,27.29975,27.29975,12,1156
3,1,0,0,1,0,0,0,31,19,1,0,1,52,40,20.75033,24.43438,3.68405,9,961
2,0,0,0,0,1,0,0,30,18,1,0,1,40,40,11.55595,36.33669,24.78073,9,900
3,1,1,0,1,1,1,0,24,17,1,0,1,48,40,7.06372,16.14264,9.07892,12,576
4,1,1,0,1,1,1,0,35,20,1,0,1,52,40,12.60553,23.11189,10.50636,10,1225
2,0,0,0,1,0,0,0,27,18,1,0,1,51,40,16.76189,61.48478,44.72288,12,729
4,1,1,0,1,1,1,0,33,18,1,0,1,42,40,13.86504,34.44744,20.58239,11,1089
5,1,0,0,1,0,0,0,32,20,1,0,0,0,0,0,15.01959,15.01959,12,1024
2,0,0,0,1,0,0,0,34,22,1,0,0,0,0,0,27.05834,27.05834,12,1156
2,0,0,0,0,1,0,0,31,20,1,0,1,50,32,14.7047,50.40116,35.69644,12,961
5,1,0,1,0,0,1,0,34,16,1,0,0,0,0,0,16.80388,16.80388,9,1156
2,0,0,0,0,1,0,0,25,16,1,0,1,26,8,2.10967,18.91355,16.80388,9,625
4,1,0,0,0,1,0,0,33,27,1,0,0,0,0,0,38.33091,38.33091,12,1089
4,1,0,0,0,1,0,0,35,21,1,0,1,52,6,1.10207,17.90594,16.80388,10,1225
6,1,0,0,1,0,0,0,30,16,1,0,0,0,0,0,8.40719,8.40719,6,900
2,0,0,1,0,0,1,0,30,21,1,0,1,50,40,13.65512,40.95488,27.29975,14,900
5,1,0,1,0,0,1,0,33,22,1,0,1,51,40,11.78686,15.89074,4.10388,7,1089
3,1,0,0,1,0,0,0,30,19,1,0,1,16,40,2.10967,46.21328,44.10363,11,900
2,0,0,1,0,0,1,0,26,18,1,0,1,10,8,2.59248,45.657,43.06453,10,676
4,1,0,1,0,0,1,0,28,15,1,0,1,50,40,12.60553,25.21106,12.60553,10,784
4,1,1,0,1,1,1,0,32,16,1,0,1,51,40,13.92802,41.43766,27.50966,11,1024
7,1,0,0,1,0,0,0,35,20,1,0,1,40,40,12.60553,37.80609,25.20058,12,1225
2,0,0,0,1,0,0,0,27,19,1,0,1,45,40,27.4047,44.73338,17.32867,10,729
2,0,0,0,0,1,0,0,27,18,1,0,1,52,40,12.01777,25.98777,13.97,12,729
3,1,0,1,0,0,1,0,26,17,1,0,1,36,39,8.40719,35.70694,27.29975,12,676
7,1,0,0,1,0,0,0,34,16,1,0,0,0,0,0,35.69644,35.69644,8,1156
2,0,0,0,0,1,0,0,27,18,0,1,0,0,0,0,37.79559,37.79559,10,729
2,0,0,0,0,1,0,0,29,15,1,0,1,40,40,8.82702,20.84478,12.01777,9,841
3,1,1,0,1,1,1,0,28,19,1,0,1,45,40,10.50636,33.60775,23.10139,12,784
2,0,0,1,0,0,1,0,29,21,1,0,1,30,40,15.71231,48.66931,32.957,16,841
2,0,0,0,0,1,0,0,31,20,1,0,1,52,34,7.65148,28.65372,21.00222,12,961
3,1,0,0,1,0,0,0,24,19,1,0,0,0,0,0,32.54767,32.54767,12,576
2,0,1,0,1,1,1,0,21,17,1,0,0,0,0,0,10.50636,10.50636,11,441
2,0,0,0,1,0,0,0,24,19,1,0,1,36,8,8.323219,37.72213,29.39892,12,576
2,0,0,1,0,0,1,0,30,19,1,0,1,30,7,10.50636,52.50031,41.99394,16,900
4,1,0,1,0,0,1,0,34,20,1,0,0,0,0,0,38.84519,38.84519,12,1156
2,0,0,0,1,0,0,0,32,29,1,0,1,36,40,23.68917,53.10906,29.41991,18,1024
5,1,0,1,0,0,1,0,29,18,1,0,1,52,40,13.65512,13.65512,0,12,841
2,0,0,0,1,0,0,0,28,20,1,0,1,52,40,10.50636,23.11189,12.60553,12,784
2,0,1,0,1,1,1,0,28,20,1,0,1,36,40,18.94503,68.29656,49.35156,16,784
2,0,0,0,0,1,0,0,30,20,1,0,1,50,40,4.20884,37.80609,33.59725,13,900
2,0,0,0,0,1,0,0,34,22,1,0,1,52,40,7.65148,22.06231,14.41082,12,1156
2,0,0,0,1,0,0,0,28,21,1,0,1,50,40,9.876611,18.99752,9.12091,12,784
6,1,1,0,1,1,1,0,34,17,1,0,0,0,0,0,18.56719,18.56719,10,1156
2,0,0,0,1,0,0,0,34,22,1,0,1,48,40,26.1242,53.35047,27.22627,16,1156
3,1,0,1,0,0,1,0,31,19,1,0,0,0,0,0,33.17744,33.17744,12,961
2,0,0,0,1,0,0,0,30,18,1,0,0,0,0,0,.68223,.68223,10,900
2,0,0,0,1,0,0,0,32,16,1,0,1,26,20,5.25843,22.06231,16.80388,11,1024
3,1,0,0,1,0,0,0,34,18,1,0,1,21,8,14.55777,41.8575,27.29975,12,1156
2,0,0,0,0,1,0,0,28,21,1,0,0,0,0,0,35.69644,35.69644,12,784
3,1,1,0,1,1,1,0,28,15,1,0,1,52,40,17.79048,59.74247,41.95197,12,784
2,0,0,0,1,0,0,0,26,17,1,0,1,52,40,13.65512,19.96313,6.30802,12,676
3,1,0,0,0,1,0,0,29,16,1,0,1,2,6,.32537,21.22264,20.89727,12,841
2,0,1,0,1,1,1,0,30,21,1,0,1,52,40,12.60553,60.897,48.29147,12,900
3,1,1,0,1,1,1,0,27,17,1,0,1,18,40,9.09991,66.43881,57.33891,12,729
2,0,1,0,1,1,1,0,34,23,1,0,1,45,40,14.7047,58.79784,44.09313,13,1156
2,0,0,0,1,0,0,0,26,18,1,0,1,52,40,12.60553,37.80609,25.20058,9,676
4,1,0,1,0,0,1,0,35,21,1,0,1,48,40,12.60553,50.40116,37.79559,12,1225
5,1,0,0,1,0,0,0,33,18,1,0,1,10,40,2.10967,21.01272,18.90305,12,1089
3,1,0,0,1,0,0,0,30,18,1,0,1,52,35,7.65148,38.1,30.4485,12,900
2,0,0,1,0,0,1,0,26,17,0,1,0,0,0,0,36.21072,36.21072,12,676
2,0,1,0,1,1,1,0,33,19,1,0,1,52,40,27.29975,61.23288,33.93313,12,1089
2,0,0,0,0,1,0,0,34,26,1,0,1,38,35,22.19875,66.29189,44.09313,16,1156
3,1,0,1,0,0,1,0,23,16,1,0,0,0,0,0,27.29975,27.29975,10,529
2,0,0,0,1,0,0,0,22,15,1,0,1,44,40,15.29248,41.02834,25.73586,12,484
3,1,0,1,0,0,1,0,23,20,1,0,0,0,0,0,29.39892,29.39892,8,529
2,0,0,1,0,0,1,0,30,22,1,0,1,50,40,21.42206,51.66066,30.23859,12,900
3,1,0,0,0,1,0,0,32,21,1,0,0,0,0,0,35.86438,35.86438,12,1024
4,1,0,0,0,1,0,0,26,17,1,0,0,0,0,0,18.90305,18.90305,12,676
3,1,1,0,1,1,1,0,34,23,1,0,0,0,0,0,35.69644,35.69644,12,1156
4,1,1,0,1,1,1,0,28,20,1,0,0,0,0,0,31.50859,31.50859,13,784
2,0,0,0,0,1,0,0,28,18,1,0,1,20,15,4.20884,21.44305,17.2342,12,784
3,1,0,1,0,0,1,0,35,20,1,0,1,25,30,4.20884,29.40941,25.20058,17,1225
2,0,0,0,1,0,0,0,29,20,1,0,1,52,40,18.90305,50.40116,31.49809,12,841
3,1,1,0,1,1,1,0,30,19,1,0,1,52,40,18.73511,44.61791,25.8828,12,900
3,1,0,1,0,0,1,0,24,19,1,0,0,0,0,0,16.80388,16.80388,12,576
2,0,0,1,0,0,1,0,31,19,1,0,1,52,30,12.60553,15.56537,2.95983,12,961
2,0,0,1,0,0,1,0,33,20,1,0,1,38,48,5.44735,33.53428,28.08694,12,1089
2,0,0,1,0,0,1,0,34,28,0,1,1,52,3,.32537,31.50859,31.18322,0,1156
2,0,0,0,1,0,0,0,25,18,1,0,1,40,45,21.00222,42.00444,21.00222,14,625
3,1,0,0,1,0,0,0,32,17,1,0,1,52,40,13.4452,59.6375,46.19231,12,1024
4,1,0,0,1,0,0,0,35,20,1,0,0,0,0,0,13.03587,13.03587,12,1225
5,1,0,0,1,0,0,0,33,19,1,0,0,0,0,0,10.29645,10.29645,12,1089
4,1,0,1,0,0,1,0,31,16,1,0,0,0,0,0,17.43363,17.43363,9,961
3,1,0,0,0,1,0,1,33,22,1,0,1,8,16,.5143,20.08908,19.57478,16,1089
3,1,1,0,1,1,1,0,33,21,0,1,0,0,0,0,50.39066,50.39066,14,1089
2,0,0,0,0,1,0,0,25,19,1,0,0,0,0,0,0,0,11,625
5,1,1,0,1,1,1,0,35,23,1,0,0,0,0,0,16.80388,16.80388,12,1225
2,0,1,0,1,1,1,0,30,21,1,0,1,52,40,29.39892,63.06966,33.67072,17,900
7,1,0,1,0,0,1,0,35,19,1,0,1,36,40,8.40719,37.61719,29.21,12,1225
4,1,0,1,0,0,1,0,35,18,1,0,1,52,24,7.65148,38.23644,30.58495,10,1225
2,0,0,1,0,0,1,0,22,18,1,0,0,0,0,0,11.02066,11.02066,10,484
2,0,1,0,1,1,1,0,28,19,1,0,0,0,0,0,21.01272,21.01272,11,784
3,1,0,1,0,0,1,0,32,17,1,0,1,52,40,16.80388,27.31023,10.50636,8,1024
3,1,1,0,1,1,1,0,34,18,1,0,0,0,0,0,19.34388,19.34388,12,1156
2,0,0,0,0,1,0,0,24,17,1,0,1,52,40,16.80388,50.40116,33.59725,12,576
4,1,0,0,0,1,0,0,29,18,1,0,0,0,0,0,4.24033,4.24033,12,841
3,1,1,0,1,1,1,1,32,20,1,0,1,42,48,28.87413,59.32263,30.4485,20,1024
2,0,0,1,0,0,1,0,25,18,1,0,0,0,0,0,23.10139,23.10139,12,625
2,0,0,0,1,0,0,0,31,19,1,0,1,40,38,9.45677,27.74058,18.2838,13,961
3,1,1,0,1,1,1,0,34,18,1,0,1,52,40,12.60553,50.40116,37.79559,10,1156
2,0,0,0,1,0,0,0,30,17,1,0,1,51,40,14.7047,54.5995,39.89478,12,900
3,1,0,1,0,0,1,0,35,19,1,0,1,52,40,18.90305,50.40116,31.49809,11,1225
3,1,0,1,0,0,1,0,29,18,1,0,0,0,0,0,29.39892,29.39892,8,841
4,1,1,0,1,1,1,0,25,18,1,0,1,50,40,10.50636,35.70694,25.20058,10,625
3,1,0,0,0,1,0,0,31,19,1,0,1,52,40,11.9128,21.62148,9.70867,12,961
3,1,0,1,0,0,1,0,30,22,1,0,0,0,0,0,3.0543,3.0543,11,900
2,0,0,1,0,0,1,0,21,16,1,0,1,52,30,2.31959,4.42925,2.10967,9,441
3,1,0,0,1,0,0,0,33,24,1,0,0,0,0,0,31.91792,31.91792,14,1089
5,1,0,0,0,1,0,1,29,18,1,0,0,0,0,0,13.39273,13.39273,12,841
3,1,0,0,1,0,0,0,31,22,1,0,1,52,40,18.71413,32.74709,14.03297,13,961
4,1,1,0,1,1,1,0,30,15,1,0,1,32,40,6.30802,29.40941,23.10139,12,900
4,1,0,0,0,1,0,0,33,22,1,0,1,52,32,13.65512,51.45072,37.79559,12,1089
3,1,0,0,0,1,0,0,30,18,1,0,1,8,50,2.10967,27.31023,25.20058,11,900
6,1,0,0,0,1,0,0,34,18,1,0,0,0,0,0,9.82413,9.82413,9,1156
2,0,0,0,0,1,0,0,25,18,1,0,1,52,30,122.2663,125.6355,3.36917,11,625
5,1,0,1,0,0,1,0,31,19,1,0,1,52,40,126.5067,157.438,30.93131,12,961
3,1,0,1,0,0,1,0,24,18,1,0,1,52,40,12.10173,28.90561,16.80388,12,576
2,0,0,0,0,1,0,0,31,25,1,0,1,52,40,10.50636,35.70694,25.20058,12,961
3,1,0,1,0,0,1,0,27,20,1,0,0,0,0,0,17.55958,17.55958,12,729
3,1,0,0,0,1,0,0,30,16,1,0,1,52,40,16.38405,37.13438,20.75033,10,900
2,0,0,0,1,0,0,0,27,18,1,0,1,12,30,3.15926,13.66562,10.50636,12,729
2,0,0,1,0,0,1,0,22,15,1,0,1,32,40,8.40719,21.01272,12.60553,9,484
5,1,0,0,0,1,0,0,32,20,1,0,1,52,40,11.55595,17.86395,6.30802,12,1024
2,0,0,1,0,0,1,0,27,16,1,0,1,40,9,21.00222,48.30197,27.29975,10,729
3,1,0,0,0,1,0,0,31,20,1,0,1,30,40,6.93777,27.94,21.00222,12,961
3,1,0,1,0,0,1,0,35,19,1,0,1,52,40,10.50636,29.07355,18.56719,10,1225
2,0,1,0,1,1,1,0,29,24,1,0,1,46,40,29.189,59.60603,30.41702,18,841
2,0,0,0,1,0,0,0,29,23,1,0,1,36,40,23.10139,33.60775,10.50636,16,841
4,1,0,0,0,1,0,0,22,16,1,0,0,0,0,0,14.7047,14.7047,11,484
2,0,0,1,0,0,1,0,21,16,1,0,1,52,40,14.13793,31.98091,17.84297,8,441
2,0,0,0,0,1,0,0,32,26,1,0,1,52,40,12.60553,36.767,24.16148,12,1024
2,0,0,0,0,1,0,0,31,19,1,0,0,0,0,0,45.36313,45.36313,12,961
4,1,1,0,1,1,1,0,33,20,1,0,0,0,0,0,64.97991,64.97991,15,1089
3,1,0,0,0,1,0,0,21,16,1,0,0,0,0,0,17.759,17.759,14,441
2,0,0,0,1,0,0,0,31,27,0,1,0,0,0,0,32.2328,32.2328,5,961
2,0,1,0,1,1,1,0,26,21,1,0,0,0,0,0,31.49809,31.49809,14,676
5,1,1,0,1,1,1,0,33,20,1,0,1,7,40,1.47992,41.8785,40.39859,12,1089
2,0,1,0,1,1,1,0,30,21,0,1,0,0,0,0,23.10139,23.10139,12,900
2,0,0,1,0,0,1,0,25,19,0,1,0,0,0,0,46.18181,46.18181,12,625
3,1,0,0,1,0,0,0,30,22,0,1,0,0,0,0,16.4785,16.4785,12,900
2,0,0,0,0,1,0,0,27,23,1,0,0,0,0,0,39.45394,39.45394,13,729
2,0,0,1,0,0,1,0,30,19,1,0,0,0,0,0,25.20058,25.20058,13,900
2,0,1,0,1,1,1,0,32,24,0,1,0,0,0,0,27.08983,27.08983,12,1024
5,1,1,0,1,1,1,0,35,19,1,0,1,12,40,6.30802,41.73156,35.42353,12,1225
3,1,0,0,0,1,0,0,35,23,1,0,1,52,40,25.11661,67.72981,42.61322,14,1225
2,0,0,1,0,0,1,0,27,18,1,0,1,52,40,18.90305,35.70694,16.80388,12,729
4,1,1,0,1,1,1,0,35,17,1,0,1,28,40,14.7047,29.40941,14.7047,16,1225
2,0,1,0,1,1,1,0,30,24,1,0,1,48,39,31.49809,54.5995,23.10139,17,900
3,1,0,1,0,0,1,0,32,18,0,1,1,52,40,21.00222,104.9901,104.9901,13,1024
4,1,0,1,0,0,1,0,28,19,1,0,1,52,40,13.15132,49.16263,36.01131,12,784
4,1,1,0,1,1,1,0,31,22,1,0,0,0,0,0,34.41594,34.41594,12,961
2,0,0,0,1,0,0,0,30,21,1,0,1,52,40,16.80388,42.00444,25.20058,12,900
3,1,0,0,1,0,0,0,35,20,0,1,0,0,0,0,35.69644,35.69644,11,1225
2,0,0,1,0,0,1,0,32,20,1,0,1,52,40,2.94934,6.10859,3.15926,12,1024
2,0,0,0,0,1,0,0,33,22,1,0,1,52,8,27.29975,69.29369,41.99394,12,1089
3,1,1,0,1,1,1,0,33,24,1,0,0,0,0,0,41.99394,41.99394,12,1089
3,1,1,0,1,1,1,0,35,22,1,0,1,52,40,35.69644,83.98788,48.29147,16,1225
2,0,0,0,1,0,0,0,32,22,1,0,1,52,40,18.90305,46.20278,27.29975,13,1024
3,1,0,0,1,0,0,0,35,20,1,0,0,0,0,0,12.10173,12.10173,12,1225
4,1,0,1,0,0,1,0,32,18,1,0,0,0,0,0,31.49809,31.49809,14,1024
2,0,0,1,0,0,1,0,33,23,0,1,1,48,40,16.80388,39.90528,23.10139,12,1089
2,0,0,0,1,0,0,0,31,22,0,1,1,49,30,7.21066,34.51041,27.29975,11,961
3,1,0,0,1,0,0,0,23,19,0,1,1,30,5,.32537,48.85825,48.85825,13,529
5,1,0,0,0,1,0,0,34,18,1,0,1,52,40,17.11875,48.09206,30.9733,10,1156
2,0,0,1,0,0,1,0,35,23,1,0,1,40,40,21.00222,46.20278,25.20058,14,1225
4,1,0,0,1,0,0,0,31,19,0,1,0,0,0,0,34.48941,34.48941,6,961
2,0,0,0,1,0,0,0,25,19,0,1,1,18,15,2.7814,28.20239,25.42098,13,625
2,0,1,0,1,1,1,0,27,21,0,1,1,52,40,12.60553,37.80609,25.20058,12,729
3,1,0,0,1,0,0,0,28,24,1,0,0,0,0,0,29.1785,29.1785,12,784
4,1,0,0,1,0,0,0,33,21,1,0,1,19,25,3.18025,29.43041,26.25016,13,1089
3,1,0,0,0,1,0,0,26,19,1,0,1,52,40,16.38405,25.84081,9.45677,12,676
2,0,0,1,0,0,1,0,26,19,0,1,1,26,38,10.50636,44.10363,33.59725,12,676
2,0,0,0,0,1,0,0,32,19,1,0,0,0,0,0,2.65545,2.65545,12,1024
2,0,0,1,0,0,1,0,28,19,1,0,1,42,40,27.29975,69.29369,41.99394,13,784
2,0,1,0,1,1,1,0,30,19,1,0,0,0,0,0,36.69353,36.69353,12,900
2,0,1,0,1,1,1,0,26,17,1,0,0,0,0,0,57.31791,57.31791,12,676
3,1,1,0,1,1,1,0,34,18,1,0,1,52,24,10.50636,39.90528,29.39892,12,1156
2,0,0,0,1,0,0,0,30,19,1,0,1,52,40,25.20058,60.897,35.69644,12,900
2,0,0,0,1,0,0,0,27,18,1,0,1,52,40,20.75033,58.96578,38.21544,12,729
2,0,0,0,1,0,0,0,35,21,1,0,1,8,40,1.08107,119.9887,118.9076,15,1225
3,1,1,0,1,1,1,0,32,17,1,0,0,0,0,0,25.20058,25.20058,11,1024
3,1,1,0,1,1,1,0,29,24,0,1,1,24,40,23.10139,27.06883,3.96744,13,841
2,0,1,0,1,1,1,0,25,21,1,0,1,49,40,16.80388,50.40116,33.59725,12,625
2,0,0,0,0,1,0,0,28,19,0,1,1,52,40,16.80388,44.10363,27.29975,10,784
3,1,0,1,0,0,1,0,29,17,1,0,1,52,40,31.49809,69.29369,37.79559,12,841
2,0,0,1,0,0,1,0,31,22,1,0,1,52,40,21.00222,29.40941,8.40719,15,961
2,0,0,0,1,0,0,0,27,17,1,0,1,52,40,23.10139,89.85506,66.75368,12,729
2,0,0,0,0,1,0,0,31,16,1,0,1,52,35,12.9414,60.47719,47.53578,9,961
2,0,0,0,0,1,0,0,28,23,0,1,1,8,40,1.06008,26.26066,25.20058,12,784
2,0,0,0,0,1,0,0,28,22,0,1,0,0,0,0,50.39066,50.39066,12,784
2,0,0,0,1,0,0,0,32,22,1,0,1,40,40,14.7047,52.50031,37.79559,12,1024
2,0,0,0,1,0,0,0,25,21,1,0,1,26,40,16.80388,48.30197,31.49809,12,625
2,0,1,0,1,1,1,0,25,21,1,0,1,52,40,8.40719,33.60775,25.20058,12,625
2,0,0,0,1,0,0,0,28,19,1,0,1,52,40,19.5328,49.77138,30.23859,12,784
2,0,0,0,0,1,0,0,35,19,1,0,1,52,40,27.29975,27.29975,0,12,1225
3,1,1,0,1,1,1,1,33,19,1,0,1,52,46,27.29975,41.37469,14.07495,12,1089
2,0,1,0,1,1,1,0,29,20,1,0,1,52,40,31.49809,96.58294,65.08488,12,841
2,0,0,1,0,0,1,0,33,19,1,0,1,45,40,34.85675,71.61325,36.7565,12,1089
2,0,0,1,0,0,1,0,26,20,1,0,1,32,40,14.7047,48.60634,33.90163,13,676
2,0,0,0,0,1,0,0,35,21,1,0,1,47,40,25.20058,69.29369,44.09313,17,1225
2,0,1,0,1,1,1,0,35,20,0,1,1,24,28,2.73942,61.52675,58.78734,11,1225
2,0,0,1,0,0,1,0,35,27,1,0,1,44,40,23.10139,52.27991,29.1785,18,1225
2,0,0,0,0,1,0,0,31,19,0,1,1,52,33,8.40719,38.95016,30.54297,9,961
2,0,0,0,1,0,0,0,25,16,1,0,1,49,45,42.20388,76.58831,34.38444,12,625
3,1,0,0,0,1,0,0,33,19,1,0,1,52,40,25.20058,60.38272,35.18213,13,1089
3,1,0,1,0,0,1,0,31,21,0,1,1,52,40,50.39066,56.27881,5.88818,12,961
2,0,1,0,1,1,1,0,35,24,1,0,0,0,0,0,33.59725,33.59725,12,1225
3,1,1,0,1,1,1,0,24,19,1,0,1,31,40,8.40719,18.91355,10.50636,13,576
5,1,1,0,1,1,1,0,27,17,0,1,0,0,0,0,46.19231,46.19231,12,729
2,0,0,1,0,0,1,0,29,21,1,0,0,0,0,0,51.45072,51.45072,12,841
3,1,0,1,0,0,1,0,26,18,1,0,0,0,0,0,36.44163,36.44163,12,676
2,0,0,0,1,0,0,0,32,25,1,0,1,36,35,10.50636,42.00444,31.49809,12,1024
2,0,0,0,0,1,0,0,25,21,0,1,1,44,40,19.32289,93.36069,74.03781,12,625
2,0,0,1,0,0,1,0,27,19,1,0,1,23,40,16.9928,28.83214,11.83934,12,729
2,0,0,0,0,1,0,0,25,19,0,1,0,0,0,0,26.25016,26.25016,1,625
2,0,1,0,1,1,1,0,33,26,1,0,1,41,35,32.9675,79.39069,46.42322,17,1089
5,1,0,0,0,1,0,0,30,19,1,0,1,15,20,6.03512,58.21006,52.17494,12,900
4,1,0,0,0,1,0,0,32,21,1,0,0,0,0,0,21.00222,21.00222,0,1024
4,1,0,0,1,0,0,0,35,18,1,0,1,52,24,12.60553,77.73238,65.12684,12,1225
2,0,0,0,1,0,0,0,35,19,1,0,1,47,40,35.40253,77.407,42.00444,12,1225
4,1,0,1,0,0,1,0,28,20,1,0,1,52,40,1.64785,17.21322,15.56537,12,784
3,1,0,0,0,1,0,0,33,24,1,0,1,28,40,29.39892,62.99619,33.59725,16,1089
3,1,0,1,0,0,1,0,33,25,0,1,1,52,40,31.49809,51.67116,20.17305,12,1089
2,0,0,1,0,0,1,0,34,23,1,0,1,52,40,21.00222,58.79784,37.79559,14,1156
3,1,1,0,1,1,1,0,24,19,1,0,1,49,8,24.15098,65.998,41.847,12,576
3,1,0,0,1,0,0,0,31,17,1,0,1,32,30,11.28305,38.079,26.79594,13,961
2,0,0,1,0,0,1,0,21,18,1,0,0,0,0,0,50.18072,50.18072,11,441
2,0,0,0,1,0,0,0,27,20,1,0,1,25,35,4.08289,50.41163,46.32875,12,729
2,0,0,1,0,0,1,0,24,19,0,1,0,0,0,0,10.50636,10.50636,12,576
2,0,1,0,1,1,1,0,28,23,0,1,0,0,0,0,37.79559,37.79559,12,784
2,0,0,1,0,0,1,0,28,24,1,0,1,39,40,16.80388,79.78957,62.98569,12,784
3,1,0,0,1,0,0,0,35,23,1,0,0,0,0,0,36.03231,36.03231,12,1225
2,0,0,1,0,0,1,0,33,21,0,1,0,0,0,0,56.68816,56.68816,12,1089
2,0,1,0,1,1,1,0,32,16,1,0,1,28,40,10.00255,28.63272,18.63016,10,1024
3,1,0,0,0,1,0,0,32,22,1,0,0,0,0,0,46.26578,46.26578,12,1024
3,1,1,0,1,1,1,0,33,22,1,0,1,6,15,1.39595,29.23098,27.83503,12,1089
2,0,0,1,0,0,1,0,33,21,1,0,1,52,40,24.08802,64.92744,40.83941,14,1089
3,1,0,1,0,0,1,0,35,23,1,0,1,40,40,29.77677,72.46344,42.68669,17,1225
2,0,0,0,0,1,0,0,25,19,1,0,1,52,40,16.80388,56.69866,39.89478,12,625
2,0,0,0,0,1,0,0,29,25,0,1,0,0,0,0,56.71966,56.71966,12,841
2,0,1,0,1,1,1,0,26,20,0,1,0,0,0,0,43.79925,43.79925,12,676
3,1,1,0,1,1,1,0,33,21,1,0,1,40,40,10.50636,32.55817,22.05181,12,1089
2,0,0,1,0,0,1,0,26,18,0,1,0,0,0,0,21.00222,21.00222,10,676
2,0,0,0,0,1,0,0,33,21,1,0,1,21,6,2.25661,24.05652,21.79991,12,1089
3,1,0,0,1,0,0,0,23,18,0,1,1,26,40,2.73942,8.77454,6.03512,8,529
2,0,1,0,1,1,1,0,29,21,0,1,1,20,32,2.94934,56.87709,53.92775,10,841
3,1,0,0,1,0,0,0,31,21,0,1,0,0,0,0,36.33669,36.33669,12,961
4,1,0,0,1,0,0,0,34,18,1,0,1,36,40,10.23347,34.19553,23.96206,12,1156
3,1,0,0,1,0,0,1,25,20,1,0,1,52,40,11.55595,26.26066,14.7047,12,625
2,0,1,0,1,1,1,0,31,21,1,0,1,36,8,26.04023,61.61072,35.57047,18,961
2,0,0,0,1,0,0,0,27,22,1,0,1,26,40,10.6428,29.74528,21.00222,16,729
2,0,0,1,0,0,1,0,23,18,1,0,1,33,40,2.63446,3.81,1.17554,12,529
2,0,0,0,1,0,0,0,29,20,1,0,0,0,0,0,55.13478,55.13478,15,841
3,1,1,0,1,1,1,0,31,21,0,1,0,0,0,0,63.87784,63.87784,12,961
5,1,0,0,1,0,0,0,32,17,1,0,1,2,8,0,35.69644,35.69644,9,1024
2,0,0,0,0,1,0,0,34,21,1,0,1,31,40,21.00222,66.15544,45.15322,13,1156
2,0,1,0,1,1,1,0,26,18,1,0,1,47,40,14.80966,27.10033,12.29066,12,676
5,1,1,0,1,1,1,0,32,21,1,0,0,0,0,0,34.52091,34.52091,12,1024
3,1,0,0,0,1,0,0,33,20,1,0,1,19,40,8.40719,57.74825,49.34106,12,1089
3,1,0,0,0,1,0,0,32,16,1,0,0,0,0,0,4.04091,4.04091,11,1024
5,1,0,1,0,0,1,0,34,19,1,0,0,0,0,0,31.49809,31.49809,12,1156
2,0,0,0,1,0,0,0,32,24,0,1,0,0,0,0,35.74891,35.74891,19,1024
2,0,1,0,1,1,1,0,30,18,1,0,1,5,40,27.29975,68.66394,41.36419,13,900
2,0,0,0,1,0,0,0,22,17,0,1,1,48,40,14.57876,40.22016,25.64139,9,484
3,1,1,0,1,1,1,0,21,18,1,0,1,11,40,1.94174,13.78107,11.83934,12,441
2,0,0,0,1,0,0,0,35,20,1,0,0,0,0,0,29.48289,29.48289,12,1225
2,0,0,0,0,1,0,0,30,21,1,0,1,24,50,29.39892,63.4265,34.02759,13,900
2,0,0,0,0,1,0,0,32,23,1,0,1,40,40,29.39892,67.1945,37.79559,19,1024
2,0,0,1,0,0,1,0,30,21,1,0,1,52,40,35.4865,76.94519,41.45866,16,900
3,1,1,0,1,1,1,0,26,16,1,0,0,0,0,0,33.84916,33.84916,9,676
4,1,0,0,1,0,0,0,28,19,1,0,1,4,35,.2624,25.379,25.11661,12,784
5,1,0,0,1,0,0,0,33,19,1,0,0,0,0,0,41.99394,41.99394,8,1089
5,1,0,1,0,0,1,0,33,19,1,0,0,0,0,0,11.97578,11.97578,11,1089
2,0,0,0,1,0,0,0,30,20,1,0,0,0,0,0,20.46694,20.46694,13,900
4,1,1,0,1,1,1,0,29,19,1,0,1,52,40,14.7047,52.50031,37.79559,12,841
2,0,0,0,1,0,0,0,23,16,1,0,1,10,40,1.89975,27.01636,25.11661,12,529
3,1,0,1,0,0,1,0,35,19,1,0,1,52,8,1.10207,30.58495,29.48289,11,1225
2,0,0,0,1,0,0,0,24,21,1,0,0,0,0,0,8.333719,8.333719,10,576
2,0,0,1,0,0,1,0,29,21,1,0,1,52,40,36.74603,81.46888,44.72288,12,841
2,0,0,0,1,0,0,0,28,18,1,0,1,50,40,20.58239,67.66681,47.08444,12,784
4,1,0,0,1,0,0,0,33,20,1,0,0,0,0,0,17.22372,17.22372,12,1089
3,1,0,0,1,0,0,0,28,15,1,0,1,52,40,18.90305,39.90528,21.00222,12,784
2,0,0,0,0,1,0,0,28,15,1,0,1,52,40,18.56719,31.69752,13.13033,12,784
